vertlife species,original names,updated names,present in tree,changed names
Cerradomys langguthi,,,,
Cerradomys maracajuensis,,,,
Cerradomys marinhus,,,,
Cerradomys scotti,,,,
Cerradomys subflavus,,,,
Cerradomys vivoi,,,,
Cervus albirostris,,,,
Cervus elaphus,,,,
Cervus nippon,,,,
Cervus wallichi,,,,
Chacodelphys formosa,,,,
Chaerephon aloysiisabaudiae,,,,
Chaerephon ansorgei,,,,
Chaerephon atsinanana,,,,
Chaerephon bemmeleni,,,,
Chaerephon bivittatus,,,,
Chaerephon bregullae,,,,
Chaerephon chapini,,,,
Chaerephon gallagheri,,,,
Chaerephon jobensis,,,,
Chaerephon johorensis,,,,
Chaerephon major,,,,
Chaerephon nigeriae,,,,
Chaerephon plicatus,,,,
Chaerephon pumilus,,,,
Chaerephon russatus,,,,
Chaerephon solomonis,,,,
Chaerephon tomensis,,,,
Chaeropus ecaudatus,,,,
Chaetocauda sichuanensis,,,,
Chaetodipus arenarius,,,,
Chaetodipus artus,,,,
Chaetodipus baileyi,,,,
Chaetodipus californicus,,,,
Chaetodipus dalquesti,,,,
Chaetodipus eremicus,,,,
Chaetodipus fallax,,,,
Chaetodipus formosus,,,,
Chaetodipus goldmani,,,,
Chaetodipus hispidus,,,,
Chaetodipus intermedius,,,,
Chaetodipus lineatus,,,,
Chaetodipus nelsoni,,,,
Chaetodipus penicillatus,,,,
Chaetodipus pernix,,,,
Chaetodipus rudinoris,,,,
Chaetodipus spinatus,,,,
Chaetomys subspinosus,,,,
Chaetophractus nationi,,,,
Chaetophractus vellerosus,,,,
Chaetophractus villosus,,,,
Chalinolobus dwyeri,,,,
Chalinolobus gouldii,,,,
Chalinolobus morio,,,,
Chalinolobus neocaledonicus,,,,
Chalinolobus nigrogriseus,,,,
Chalinolobus picatus,,,,
Chalinolobus tuberculatus,,,,
Cheirogaleus crossleyi,,,,
Cheirogaleus lavasoensis,,,,
Cheirogaleus major,,,,
Cheirogaleus medius,,,,
Cheirogaleus minusculus,,,,
Cheirogaleus sibreei,,,,
Cheiromeles parvidens,,,,
Cheiromeles torquatus,,,,
Chelemys delfini,,,,
Chelemys macronyx,,,,
Chelemys megalonyx,,,,
Chibchanomys orcesi,,,,
Chibchanomys trichotis,,,,
Chilomys instans,,,,
Chilonatalus micropus,,,,
Chilonatalus tumidifrons,,,,
Chimarrogale hantu,,,,
Chimarrogale himalayica,,,,
Chimarrogale phaeura,,,,
Chimarrogale platycephalus,,,,
Chimarrogale styani,,,,
Chimarrogale sumatrana,,,,
Chinchilla chinchilla,,,,
Chinchilla lanigera,,,,
Chinchillula sahamae,,,,
Chionomys gud,,,,
Chionomys nivalis,,,,
Chionomys roberti,,,,
Chiroderma doriae,,,,
Chiroderma improvisum,,,,
Chiroderma salvini,,,,
Chiroderma trinitatum,,,,
Chiroderma villosum,,,,
Chiroderma vizottoi,,,,
Chiromyscus chiropus,,,,
Chiromyscus langbianis,,,,
Chiromyscus thomasi,,,,
Chironax melanocephalus,,,,
Chironectes minimus,,,,
Chiropodomys calamianensis,,,,
Chiropodomys gliroides,,,,
Chiropodomys karlkoopmani,,,,
Chiropodomys major,,,,
Chiropodomys muroides,,,,
Chiropodomys pusillus,,,,
Chiropotes albinasus,,,,
Chiropotes chiropotes,,,,
Chiropotes satanas,,,,
Chiropotes utahickae,,,,
Chiruromys forbesi,,,,
Chiruromys lamia,,,,
Chiruromys vates,,,,
Chlamyphorus truncatus,,,,
Chlorocebus aethiops,,,,
Chlorocebus cynosuros,,,,
Chlorocebus djamdjamensis,,,,
Chlorocebus pygerythrus,,,,
Chlorocebus sabaeus,,,,
Chlorocebus tantalus,,,,
Chlorotalpa duthieae,,,,
Chlorotalpa sclateri,,,,
Chodsigoa caovansunga,,,,
Chodsigoa hypsibia,,,,
Chodsigoa lamula,,,,
Chodsigoa parca,,,,
Chodsigoa parva,,,,
Chodsigoa salenskii,,,,
Chodsigoa smithii,,,,
Chodsigoa sodalis,,,,
Choeroniscus godmani,,,,
Choeroniscus minor,,,,
Choeroniscus periosus,,,,
Choeronycteris mexicana,,,,
Choeropsis liberiensis,,,,
Choloepus didactylus,,,,
Choloepus hoffmanni,,,,
Chrotogale owstoni,,,,
Chrotomys gonzalesi,,,,
Chrotomys mindorensis,,,,
Chrotomys sibuyanensis,,,,
Chrotomys silaceus,,,,
Chrotomys whiteheadi,,,,
Chrotopterus auritus,,,,
Chrysochloris asiatica,,,,
Chrysochloris stuhlmanni,,,,
Chrysochloris visagiei,,,,
Chrysocyon brachyurus,,,,
Chrysospalax trevelyani,,,,
Chrysospalax villosus,,,,
Cistugo lesueuri,,,,
Cistugo seabrae,,,,
Civettictis civetta,,,,
Cloeotis percivali,,,,
Clyomys bishopi,,,,
Clyomys laticeps,,,,
Coccymys albidens,,,,
Coccymys kirrhos,,,,
Coccymys ruemmleri,,,,
Coelodonta antiquitatis,,,,
Coelops frithii,,,,
Coelops hirsutus,,,,
Coelops robinsoni,,,,
Coendou baturitensis,,,,
Coendou bicolor,,,,
Coendou ichillus,,,,
Coendou insidiosus,,,,
Coendou melanurus,,,,
Coendou mexicanus,,,,
Coendou nycthemera,,,,
Coendou prehensilis,,,,
Coendou pruinosus,,,,
Coendou quichua,,,,
Coendou roosmalenorum,,,,
Coendou rufescens,,,,
Coendou speratus,,,,
Coendou spinosus,,,,
Coendou vestitus,,,,
Coleura afra,,,,
Coleura kibomalandy,,,,
Coleura seychellensis,,,,
Colobus angolensis,,,,
Colobus guereza,,,,
Colobus polykomos,,,,
Colobus satanas,,,,
Colobus vellerosus,,,,
Colomys goslingi,,,,
Condylura cristata,,,,
Conepatus chinga,,,,
Conepatus humboldtii,,,,
Conepatus leuconotus,,,,
Conepatus semistriatus,,,,
Congosorex phillipsorum,,,,
Congosorex polli,,,,
Congosorex verheyeni,,,,
Conilurus albipes,,,,
Conilurus penicillatus,,,,
Connochaetes gnou,,,,
Connochaetes taurinus,,,,
Cormura brevirostris,,,,
Corynorhinus mexicanus,,,,
Corynorhinus rafinesquii,,,,
Corynorhinus townsendii,,,,
Coryphomys buehleri,,,,
Craseonycteris thonglongyai,,,,
Crateromys australis,,,,
Crateromys heaneyi,,,,
Crateromys paulus,,,,
Crateromys schadenbergi,,,,
Cratogeomys castanops,,,,
Cratogeomys fulvescens,,,,
Cratogeomys fumosus,,,,
Cratogeomys goldmani,,,,
Cratogeomys merriami,,,,
Cratogeomys perotensis,,,,
Cratogeomys planiceps,,,,
Cremnomys cutchicus,,,,
Cremnomys elvira,,,,
Cricetomys emini,,,,
Cricetomys gambianus,,,,
Cricetulus alticola,,,,
Cricetulus barabensis,,,,
Cricetulus kamensis,,,,
Cricetulus lama,,,,
Cricetulus longicaudatus,,,,
Cricetulus migratorius,,,,
Cricetulus sokolovi,,,,
Cricetulus tibetanus,,,,
Cricetus cricetus,,,,
Crocidura abscondita,,,,
Crocidura aleksandrisi,,,,
Crocidura allex,,,,
Crocidura andamanensis,,,,
Crocidura annamitensis,,,,
Crocidura ansellorum,,,,
Crocidura arabica,,,,
Crocidura arispa,,,,
Crocidura armenica,,,,
Crocidura attenuata,,,,
Crocidura attila,,,,
Crocidura baileyi,,,,
Crocidura baluensis,,,,
Crocidura batakorum,,,,
Crocidura batesi,,,,
Crocidura beatus,,,,
Crocidura beccarii,,,,
Crocidura bottegi,,,,
Crocidura bottegoides,,,,
Crocidura brunnea,,,,
Crocidura buettikoferi,,,,
Crocidura caliginea,,,,
Crocidura canariensis,,,,
Crocidura caspica,,,,
Crocidura cinderella,,,,
Crocidura congobelgica,,,,
Crocidura cranbrooki,,,,
Crocidura crenata,,,,
Crocidura crossei,,,,
Crocidura cyanea,,,,
Crocidura denti,,,,
Crocidura desperata,,,,
Crocidura dhofarensis,,,,
Crocidura dolichura,,,,
Crocidura douceti,,,,
Crocidura dsinezumi,,,,
Crocidura eisentrauti,,,,
Crocidura elgonius,,,,
Crocidura elongata,,,,
Crocidura erica,,,,
Crocidura fingui,,,,
Crocidura fischeri,,,,
Crocidura flavescens,,,,
Crocidura floweri,,,,
Crocidura foetida,,,,
Crocidura foxi,,,,
Crocidura fuliginosa,,,,
Crocidura fulvastra,,,,
Crocidura fumosa,,,,
Crocidura fuscomurina,,,,
Crocidura glassi,,,,
Crocidura gmelini,,,,
Crocidura goliath,,,,
Crocidura gracilipes,,,,
Crocidura grandiceps,,,,
Crocidura grandis,,,,
Crocidura grassei,,,,
Crocidura grayi,,,,
Crocidura greenwoodi,,,,
Crocidura guy,,,,
Crocidura harenna,,,,
Crocidura hikmiya,,,,
Crocidura hildegardeae,,,,
Crocidura hilliana,,,,
Crocidura hirta,,,,
Crocidura hispida,,,,
Crocidura horsfieldii,,,,
Crocidura hutanis,,,,
Crocidura indochinensis,,,,
Crocidura jacksoni,,,,
Crocidura jenkinsi,,,,
Crocidura jouvenetae,,,,
Crocidura katinka,,,,
Crocidura kivuana,,,,
Crocidura lamottei,,,,
Crocidura lanosa,,,,
Crocidura lasiura,,,,
Crocidura latona,,,,
Crocidura lea,,,,
Crocidura lepidura,,,,
Crocidura leucodon,,,,
Crocidura levicula,,,,
Crocidura littoralis,,,,
Crocidura longipes,,,,
Crocidura lucina,,,,
Crocidura ludia,,,,
Crocidura luna,,,,
Crocidura lusitania,,,,
Crocidura lwiroensis,,,,
Crocidura macarthuri,,,,
Crocidura macmillani,,,,
Crocidura macowi,,,,
Crocidura malayana,,,,
Crocidura manengubae,,,,
Crocidura maquassiensis,,,,
Crocidura mariquensis,,,,
Crocidura maurisca,,,,
Crocidura maxi,,,,
Crocidura mdumai,,,,
Crocidura mindorus,,,,
Crocidura miya,,,,
Crocidura monax,,,,
Crocidura monticola,,,,
Crocidura montis,,,,
Crocidura munissii,,,,
Crocidura muricauda,,,,
Crocidura musseri,,,,
Crocidura mutesae,,,,
Crocidura nana,,,,
Crocidura nanilla,,,,
Crocidura neglecta,,,,
Crocidura negligens,,,,
Crocidura negrina,,,,
Crocidura newmarki,,,,
Crocidura nicobarica,,,,
Crocidura nigeriae,,,,
Crocidura nigricans,,,,
Crocidura nigripes,,,,
Crocidura nigrofusca,,,,
Crocidura nimbae,,,,
Crocidura nimbasilvanus,,,,
Crocidura ninoyi,,,,
Crocidura niobe,,,,
Crocidura obscurior,,,,
Crocidura olivieri,,,,
Crocidura orientalis,,,,
Crocidura orii,,,,
Crocidura pachyura,,,,
Crocidura palawanensis,,,,
Crocidura panayensis,,,,
Crocidura paradoxura,,,,
Crocidura parvipes,,,,
Crocidura pasha,,,,
Crocidura pergrisea,,,,
Crocidura phaeura,,,,
Crocidura phanluongi,,,,
Crocidura phuquocensis,,,,
Crocidura picea,,,,
Crocidura pitmani,,,,
Crocidura planiceps,,,,
Crocidura poensis,,,,
Crocidura polia,,,,
Crocidura pullata,,,,
Crocidura raineyi,,,,
Crocidura ramona,,,,
Crocidura rapax,,,,
Crocidura religiosa,,,,
Crocidura rhoditis,,,,
Crocidura roosevelti,,,,
Crocidura russula,,,,
Crocidura sapaensis,,,,
Crocidura selina,,,,
Crocidura serezkyensis,,,,
Crocidura shantungensis,,,,
Crocidura sibirica,,,,
Crocidura sicula,,,,
Crocidura silacea,,,,
Crocidura smithii,,,,
Crocidura sokolovi,,,,
Crocidura somalica,,,,
Crocidura stenocephala,,,,
Crocidura suaveolens,,,,
Crocidura susiana,,,,
Crocidura tanakae,,,,
Crocidura tansaniana,,,,
Crocidura tarella,,,,
Crocidura tarfayensis,,,,
Crocidura telfordi,,,,
Crocidura tenuis,,,,
Crocidura thalia,,,,
Crocidura theresae,,,,
Crocidura thomensis,,,,
Crocidura trichura,,,,
Crocidura turba,,,,
Crocidura ultima,,,,
Crocidura usambarae,,,,
Crocidura viaria,,,,
Crocidura virgata,,,,
Crocidura voi,,,,
Crocidura vorax,,,,
Crocidura vosmaeri,,,,
Crocidura watasei,,,,
Crocidura whitakeri,,,,
Crocidura wimmeri,,,,
Crocidura wuchihensis,,,,
Crocidura xantippe,,,,
Crocidura yankariensis,,,,
Crocidura zaitsevi,,,,
Crocidura zaphiri,,,,
Crocidura zarudnyi,,,,
Crocidura zimmeri,,,,
Crocidura zimmermanni,,,,
Crocuta crocuta,,,,
Crossarchus alexandri,,,,
Crossarchus ansorgei,,,,
Crossarchus obscurus,,,,
Crossarchus platycephalus,,,,
Crossomys moncktoni,,,,
Crunomys celebensis,,,,
Crunomys fallax,,,,
Crunomys melanius,,,,
Crunomys suncoides,,,,
Cryptochloris wintoni,,,,
Cryptochloris zyli,,,,
Cryptomys hottentotus,,,,
Cryptonanus agricolai,,,,
Cryptonanus chacoensis,,,,
Cryptonanus guahybae,,,,
Cryptonanus ignitus,,,,
Cryptonanus unduaviensis,,,,
Cryptoprocta ferox,,,,
Cryptoprocta spelea,,,,
Cryptotis alticola,,,,
Cryptotis aroensis,,,,
Cryptotis brachyonyx,,,,
Cryptotis colombiana,,,,
Cryptotis endersi,,,,
Cryptotis equatoris,,,,
Cryptotis goldmani,,,,
Cryptotis goodwini,,,,
Cryptotis gracilis,,,,
Cryptotis griseoventris,,,,
Cryptotis hondurensis,,,,
Cryptotis lacandonensis,,,,
Cryptotis lacertosus,,,,
Cryptotis magna,,,,
Cryptotis mam,,,,
Cryptotis mayensis,,,,
Cryptotis medellinia,,,,
Cryptotis mera,,,,
Cryptotis meridensis,,,,
Cryptotis merriami,,,,
Cryptotis mexicana,,,,
Cryptotis montivaga,,,,
Cryptotis nelsoni,,,,
Cryptotis niausa,,,,
Cryptotis nigrescens,,,,
Cryptotis obscura,,,,
Cryptotis oreoryctes,,,,
Cryptotis orophila,,,,
Cryptotis parva,,,,
Cryptotis peregrina,,,,
Cryptotis perijensis,,,,
Cryptotis peruviensis,,,,
Cryptotis phillipsii,,,,
Cryptotis squamipes,,,,
Cryptotis tamensis,,,,
Cryptotis thomasi,,,,
Cryptotis tropicalis,,,,
Cryptotis venezuelensis,,,,
Ctenodactylus gundi,,,,
Ctenodactylus vali,,,,
Ctenomys andersoni,,,,
Ctenomys argentinus,,,,
Ctenomys australis,,,,
Ctenomys azarae,,,,
Ctenomys bergi,,,,
Ctenomys boliviensis,,,,
Ctenomys bonettoi,,,,
Ctenomys brasiliensis,,,,
Ctenomys budini,,,,
Ctenomys colburni,,,,
Ctenomys coludo,,,,
Ctenomys conoveri,,,,
Ctenomys coyhaiquensis,,,,
Ctenomys dorbignyi,,,,
Ctenomys dorsalis,,,,
Ctenomys emilianus,,,,
Ctenomys erikacuellarae,,,,
Ctenomys famosus,,,,
Ctenomys flamarioni,,,,
Ctenomys fochi,,,,
Ctenomys fodax,,,,
Ctenomys frater,,,,
Ctenomys fulvus,,,,
Ctenomys goodfellowi,,,,
Ctenomys haigi,,,,
Ctenomys ibicuiensis,,,,
Ctenomys johannis,,,,
Ctenomys juris,,,,
Ctenomys knighti,,,,
Ctenomys lami,,,,
Ctenomys latro,,,,
Ctenomys lessai,,,,
Ctenomys leucodon,,,,
Ctenomys lewisi,,,,
Ctenomys magellanicus,,,,
Ctenomys maulinus,,,,
Ctenomys mendocinus,,,,
Ctenomys minutus,,,,
Ctenomys occultus,,,,
Ctenomys opimus,,,,
Ctenomys osvaldoreigi,,,,
Ctenomys pearsoni,,,,
Ctenomys perrensi,,,,
Ctenomys peruanus,,,,
Ctenomys pilarensis,,,,
Ctenomys pontifex,,,,
Ctenomys porteousi,,,,
Ctenomys pundti,,,,
Ctenomys rionegrensis,,,,
Ctenomys roigi,,,,
Ctenomys saltarius,,,,
Ctenomys scagliai,,,,
Ctenomys sericeus,,,,
Ctenomys sociabilis,,,,
Ctenomys steinbachi,,,,
Ctenomys sylvanus,,,,
Ctenomys talarum,,,,
Ctenomys torquatus,,,,
Ctenomys tuconax,,,,
Ctenomys tucumanus,,,,
Ctenomys tulduco,,,,
Ctenomys validus,,,,
Ctenomys viperinus,,,,
Ctenomys yatesi,,,,
Ctenomys yolandae,,,,
Cuniculus paca,,,,
Cuniculus taczanowskii,,,,
Cuon alpinus,,,,
Cuscomys ashaninka,,,,
Cuscomys oblativa,,,,
Cyclopes didactylus,,,,
Cynictis penicillata,,,,
Cynocephalus volans,,,,
Cynogale bennettii,,,,
Cynomops abrasus,,,,
Cynomops greenhalli,,,,
Cynomops mexicanus,,,,
Cynomops paranus,,,,
Cynomops planirostris,,,,
Cynomys gunnisoni,,,,
Cynomys leucurus,,,,
Cynomys ludovicianus,,,,
Cynomys mexicanus,,,,
Cynomys parvidens,,,,
Cynopterus brachyotis,,,,
Cynopterus horsfieldii,,,,
Cynopterus luzoniensis,,,,
Cynopterus minutus,,,,
Cynopterus nusatenggara,,,,
Cynopterus sphinx,,,,
Cynopterus titthaecheilus,,,,
Cystophora cristata,,,,
Cyttarops alecto,,,,
Dacnomys millardi,,,,
Dactylomys boliviensis,,,,
Dactylomys dactylinus,,,,
Dactylomys peruanus,,,,
Dactylonax palpator,,,,
Dactylopsila megalura,,,,
Dactylopsila tatei,,,,
Dactylopsila trivirgata,,,,
Dama dama,,,,
Dama mesopotamica,,,,
Damaliscus lunatus,,,,
Damaliscus pygargus,,,,
Dasycercus blythi,,,,
Dasycercus cristicauda,,,,
Dasykaluta rosamondae,,,,
Dasymys foxi,,,,
Dasymys incomtus,,,,
Dasymys montanus,,,,
Dasymys nudipes,,,,
Dasymys rufulus,,,,
Dasyprocta azarae,,,,
Dasyprocta coibae,,,,
Dasyprocta cristata,,,,
Dasyprocta fuliginosa,,,,
Dasyprocta guamara,,,,
Dasyprocta kalinowskii,,,,
Dasyprocta leporina,,,,
Dasyprocta mexicana,,,,
Dasyprocta prymnolopha,,,,
Dasyprocta punctata,,,,
Dasyprocta ruatanica,,,,
Dasypus hybridus,,,,
Dasypus kappleri,,,,
Dasypus novemcinctus,,,,
Dasypus pilosus,,,,
Dasypus sabanicola,,,,
Dasypus septemcinctus,,,,
Dasypus yepesi,,,,
Dasyuroides byrnei,,,,
Dasyurus albopunctatus,,,,
Dasyurus geoffroii,,,,
Dasyurus hallucatus,,,,
Dasyurus maculatus,,,,
Dasyurus spartacus,,,,
Dasyurus viverrinus,,,,
Daubentonia madagascariensis,,,,
Delanymys brooksi,,,,
Delomys altimontanus,,,,
Delomys collinus,,,,
Delomys dorsalis,,,,
Delomys sublineatus,,,,
Delphinapterus leucas,,,,
Delphinus capensis,,,,
Delphinus delphis,,,,
Deltamys kempi,,,,
Dendrogale melanura,,,,
Dendrogale murina,,,,
Dendrohyrax arboreus,,,,
Dendrohyrax dorsalis,,,,
Dendrohyrax validus,,,,
Dendrolagus bennettianus,,,,
Dendrolagus dorianus,,,,
Dendrolagus goodfellowi,,,,
Dendrolagus inustus,,,,
Dendrolagus lumholtzi,,,,
Dendrolagus matschiei,,,,
Dendrolagus mayri,,,,
Dendrolagus mbaiso,,,,
Dendrolagus notatus,,,,
Dendrolagus pulcherrimus,,,,
Dendrolagus scottae,,,,
Dendrolagus spadix,,,,
Dendrolagus stellarum,,,,
Dendrolagus ursinus,,,,
Dendromus insignis,,,,
Dendromus kahuziensis,,,,
Dendromus kivu,,,,
Dendromus lachaisei,,,,
Dendromus lovati,,,,
Dendromus melanotis,,,,
Dendromus mesomelas,,,,
Dendromus messorius,,,,
Dendromus mystacalis,,,,
Dendromus nyikae,,,,
Dendromus oreas,,,,
Dendromus ruppi,,,,
Dendromus vernayi,,,,
Dendroprionomys rousseloti,,,,
Deomys ferrugineus,,,,
Dephomys defua,,,,
Dermanura anderseni,,,,
Dermanura aztecus,,,,
Dermanura bogotensis,,,,
Dermanura cinereus,,,,
Dermanura glaucus,,,,
Dermanura gnomus,,,,
Dermanura incomitatus,,,,
Dermanura phaeotis,,,,
Dermanura rava,,,,
Dermanura rosenbergii,,,,
Dermanura toltecus,,,,
Dermanura watsoni,,,,
Desmalopex leucopterus,,,,
Desmalopex microleucopterus,,,,
Desmana moschata,,,,
Desmodilliscus braueri,,,,
Desmodillus auricularis,,,,
Desmodus draculae,,,,
Desmodus rotundus,,,,
Desmomys harringtoni,,,,
Desmomys yaldeni,,,,
Diaemus youngi,,,,
Dicerorhinus sumatrensis,,,,
Diceros bicornis,,,,
Diclidurus albus,,,,
Diclidurus ingens,,,,
Diclidurus isabellus,,,,
Diclidurus scutatus,,,,
Dicrostonyx groenlandicus,,,,
Dicrostonyx hudsonius,,,,
Dicrostonyx nelsoni,,,,
Dicrostonyx nunatakensis,,,,
Dicrostonyx richardsoni,,,,
Dicrostonyx torquatus,,,,
Dicrostonyx unalascensis,,,,
Dicrostonyx vinogradovi,,,,
Didelphis albiventris,,,,
Didelphis aurita,,,,
Didelphis imperfecta,,,,
Didelphis marsupialis,,,,
Didelphis pernigra,,,,
Didelphis virginiana,,,,
Dinaromys bogdanovi,,,,
Dinomys branickii,,,,
Diomys crumpi,,,,
Diphylla ecaudata,,,,
Diplogale hosei,,,,
Diplomesodon pulchellum,,,,
Diplomys caniceps,,,,
Diplomys labilis,,,,
Diplothrix legata,,,,
Dipodomys agilis,,,,
Dipodomys californicus,,,,
Dipodomys compactus,,,,
Dipodomys deserti,,,,
Dipodomys elator,,,,
Dipodomys gravipes,,,,
Dipodomys heermanni,,,,
Dipodomys ingens,,,,
Dipodomys insularis,,,,
Dipodomys margaritae,,,,
Dipodomys merriami,,,,
Dipodomys microps,,,,
Dipodomys nelsoni,,,,
Dipodomys nitratoides,,,,
Dipodomys ordii,,,,
Dipodomys panamintinus,,,,
Dipodomys phillipsii,,,,
Dipodomys simulans,,,,
Dipodomys spectabilis,,,,
Dipodomys stephensi,,,,
Dipodomys venustus,,,,
Dipus sagitta,,,,
Distoechurus pennatus,,,,
Dobsonia anderseni,,,,
Dobsonia beauforti,,,,
Dobsonia chapmani,,,,
Dobsonia crenulata,,,,
Dobsonia emersa,,,,
Dobsonia exoleta,,,,
Dobsonia inermis,,,,
Dobsonia minor,,,,
Dobsonia moluccensis,,,,
Dobsonia pannietensis,,,,
Dobsonia peronii,,,,
Dobsonia praedatrix,,,,
Dobsonia viridis,,,,
Dolichotis patagonum,,,,
Dolichotis salinicola,,,,
Dologale dybowskii,,,,
Dorcatragus megalotis,,,,
Dorcopsis atrata,,,,
Dorcopsis hageni,,,,
Dorcopsis luctuosa,,,,
Dorcopsis muelleri,,,,
Dorcopsulus macleayi,,,,
Dorcopsulus vanheurni,,,,
Dremomys everetti,,,,
Dremomys gularis,,,,
Dremomys lokriah,,,,
Dremomys pernyi,,,,
Dremomys pyrrhomerus,,,,
Dremomys rufigenis,,,,
Dromiciops gliroides,,,,
Dryadonycteris capixaba,,,,
Drymoreomys albimaculatus,,,,
Dryomys laniger,,,,
Dryomys niethammeri,,,,
Dryomys nitedula,,,,
Dugong dugon,,,,
Dusicyon australis,,,,
Dusicyon avus,,,,
Dyacopterus brooksi,,,,
Dyacopterus rickarti,,,,
Dyacopterus spadiceus,,,,
Dymecodon pilirostris,,,,
Echimys chrysurus,,,,
Echimys saturnus,,,,
Echimys vieirai,,,,
Echinops telfairi,,,,
Echinosorex gymnura,,,,
Echiothrix centrosa,,,,
Echiothrix leucura,,,,
Echymipera clara,,,,
Echymipera davidi,,,,
Echymipera echinista,,,,
Echymipera kalubu,,,,
Echymipera rufescens,,,,
Ectophylla alba,,,,
Eidolon dupreanum,,,,
Eidolon helvum,,,,
Eira barbara,,,,
Elaphodus cephalophus,,,,
Elaphurus davidianus,,,,
Elephantulus brachyrhynchus,,,,
Elephantulus edwardii,,,,
Elephantulus fuscipes,,,,
Elephantulus fuscus,,,,
Elephantulus intufi,,,,
Elephantulus myurus,,,,
Elephantulus pilicaudus,,,,
Elephantulus revoilii,,,,
Elephantulus rozeti,,,,
Elephantulus rufescens,,,,
Elephantulus rupestris,,,,
Elephas antiquus,,,,
Elephas cypriotes,,,,
Elephas maximus,,,,
Eligmodontia bolsonensis,,,,
Eligmodontia dunaris,,,,
Eligmodontia hirtipes,,,,
Eligmodontia moreni,,,,
Eligmodontia morgani,,,,
Eligmodontia puerulus,,,,
Eligmodontia typus,,,,
Eliomys melanurus,,,,
Eliomys munbyanus,,,,
Eliomys quercinus,,,,
Eliurus antsingy,,,,
Eliurus carletoni,,,,
Eliurus danieli,,,,
Eliurus ellermani,,,,
Eliurus grandidieri,,,,
Eliurus majori,,,,
Eliurus minor,,,,
Eliurus myoxinus,,,,
Eliurus penicillatus,,,,
Eliurus petteri,,,,
Eliurus tanala,,,,
Eliurus webbi,,,,
Ellobius alaicus,,,,
Ellobius fuscocapillus,,,,
Ellobius lutescens,,,,
Ellobius talpinus,,,,
Ellobius tancrei,,,,
Emballonura alecto,,,,
Emballonura atrata,,,,
Emballonura beccarii,,,,
Emballonura dianae,,,,
Emballonura furax,,,,
Emballonura monticola,,,,
Emballonura raffrayana,,,,
Emballonura semicaudata,,,,
Emballonura serii,,,,
Emballonura tiavato,,,,
Enchisthenes hartii,,,,
Enhydra lutris,,,,
Eoglaucomys fimbriatus,,,,
Eolagurus luteus,,,,
Eolagurus przewalskii,,,,
Eonycteris major,,,,
Eonycteris robusta,,,,
Eonycteris spelaea,,,,
Eospalax fontanierii,,,,
Eospalax rothschildi,,,,
Eospalax smithii,,,,
Eothenomys cachinus,,,,
Eothenomys chinensis,,,,
Eothenomys custos,,,,
Eothenomys melanogaster,,,,
Eothenomys miletus,,,,
Eothenomys olitor,,,,
Eothenomys proditor,,,,
Eothenomys wardi,,,,
Eozapus setchuanus,,,,
Episoriculus caudatus,,,,
Episoriculus fumidus,,,,
Episoriculus leucops,,,,
Episoriculus macrurus,,,,
Epixerus ebii,,,,
Epomophorus angolensis,,,,
Epomophorus anselli,,,,
Epomophorus crypturus,,,,
Epomophorus gambianus,,,,
Epomophorus grandis,,,,
Epomophorus labiatus,,,,
Epomophorus minimus,,,,
Epomophorus wahlbergi,,,,
Epomops buettikoferi,,,,
Epomops dobsonii,,,,
Epomops franqueti,,,,
Eptesicus andinus,,,,
Eptesicus bobrinskoi,,,,
Eptesicus bottae,,,,
Eptesicus brasiliensis,,,,
Eptesicus chiriquinus,,,,
Eptesicus diminutus,,,,
Eptesicus dimissus,,,,
Eptesicus floweri,,,,
Eptesicus furinalis,,,,
Eptesicus fuscus,,,,
Eptesicus gobiensis,,,,
Eptesicus guadeloupensis,,,,
Eptesicus hottentotus,,,,
Eptesicus innoxius,,,,
Eptesicus isabellinus,,,,
Eptesicus japonensis,,,,
Eptesicus kobayashii,,,,
Eptesicus lobatus,,,,
Eptesicus nasutus,,,,
Eptesicus nilssonii,,,,
Eptesicus pachyomus,,,,
Eptesicus pachyotis,,,,
Eptesicus platyops,,,,
Eptesicus serotinus,,,,
Eptesicus tatei,,,,
Equus africanus,,,,
Equus caballus,,,,
Equus capensis,,,,
Equus ferus,,,,
Equus grevyi,,,,
Equus hemionus,,,,
Equus kiang,,,,
Equus neogeus,,,,
Equus ovodovi,,,,
Equus quagga,,,,
Equus zebra,,,,
Eremitalpa granti,,,,
Eremodipus lichtensteini,,,,
Eremoryzomys polius,,,,
Erethizon dorsatum,,,,
Erignathus barbatus,,,,
Erinaceus amurensis,,,,
Erinaceus concolor,,,,
Erinaceus europaeus,,,,
Erinaceus roumanicus,,,,
Eropeplus canus,,,,
Erophylla bombifrons,,,,
Erophylla sezekorni,,,,
Erythrocebus patas,,,,
Eschrichtius robustus,,,,
Eubalaena australis,,,,
Eubalaena glacialis,,,,
Eubalaena japonica,,,,
Euchoreutes naso,,,,
Euderma maculatum,,,,
Eudiscoderma thongareeae,,,,
Eudiscopus denticulus,,,,
Eudorcas albonotata,,,,
Eudorcas rufifrons,,,,
Eudorcas rufina,,,,
Eudorcas thomsonii,,,,
Eulemur albifrons,,,,
Eulemur cinereiceps,,,,
Eulemur collaris,,,,
Eulemur coronatus,,,,
Eulemur flavifrons,,,,
Eulemur fulvus,,,,
