sp.pop,Genus_species,Genus,Common_name,Population,Habitat_type,Habitat_open,Habitat_closed,Habitat_cat,Habitat_heterogenity,Activity_pattern,DisperseM,DisperseF,solitaryM,solitaryF,Solitary,MF,MF_adult_off,MFF,FMM,FFMM,FF,MM,Sex_specific_group,Sex_specific_solitaryM,Sex_specific_solitaryF,Sibling,Nbr_of_studies,Nbr_social_units,Nbr_papers_for_each_field_sites,IVSO,main_SO,calculation_main_SO,foraging_style,level_of_society,Disruption,Locomotion,mean_Male_Rowe,mean_Female_Rowe,mean_other_Rowe,sd_Male_Rowe,sd_Female_Rowe,sd_other_Rowe,mean_Fruits_rowe,mean_Seeds_rowe,mean_Leaves_rowe,mean_Flowers_rowe,mean_Animal_rowe,sd_Fruits_rowe,sd_Seeds_rowe,sd_Leaves_rowe,sd_Flowers_rowe,sd_Animals_rowe
pop,Cercopithecus_mitis,Cercopithecus,Blue Monkey,"Gede Ruins National Monument, Kenya",Woodland,0,1,closed,1,Diurnal, , , , , , , ,1, , , , , , , , , ,1,1,none,MFF,1,groups, ,none,AR,6.4665,3.926014286, ,1.45051511,0.632213625, ,51.565,2.4,19.025,9.875,20.49,6.116499544,0,1.992276755,1.87383297,3.663932314
pop,Cercopithecus_mitis,Cercopithecus,Blue Monkey,"Mount Kilum, Cameroun",Forest,0,1,closed,1,Diurnal,1, , , , , , ,1, ,1, , , , , , , ,2,1,wp,MFF_FFMM,0.5,groups,ff,none,AR,6.4665,3.926014286, ,1.45051511,0.632213625, ,51.565,2.4,19.025,9.875,20.49,6.116499544,0,1.992276755,1.87383297,3.663932314
pop,Cercopithecus_mitis,Cercopithecus,Blue Monkey,"Kibale National Park, Uganda",Forest_Grassland,1,1,both,2,Diurnal,16, , , , , , ,15, ,1,1, , , , , , ,16,4,wp,MFF,0.9375,groups,ff,yes,AR,6.4665,3.926014286, ,1.45051511,0.632213625, ,51.565,2.4,19.025,9.875,20.49,6.116499544,0,1.992276755,1.87383297,3.663932314
pop,Cercopithecus_mitis,Cercopithecus,Blue Monkey,"Ngoye Forest, South Africa",Forest_Grassland,1,1,both,2,Diurnal, , , , , , , ,3, ,1, , , , , , , ,4,2,wp,MFF,0.75,groups, ,none,AR,6.4665,3.926014286, ,1.45051511,0.632213625, ,51.565,2.4,19.025,9.875,20.49,6.116499544,0,1.992276755,1.87383297,3.663932314
pop,Cercopithecus_mitis,Cercopithecus,Blue Monkey,"Virunga Volcano, Rwanda",Forest,0,1,closed,1,Diurnal,1, , , , , , ,1, , , , , , , , , ,1,1,none,MFF,1,groups, ,none,AR,6.4665,3.926014286, ,1.45051511,0.632213625, ,51.565,2.4,19.025,9.875,20.49,6.116499544,0,1.992276755,1.87383297,3.663932314
sp,Cercopithecus_mona,Cercopithecus,Mona Monkey, ,Forest_Rocky,1,1,both,2,Diurnal, , , , , , , ,4, ,1, ,26, , , , ,1,5, ,wp,MFF,0.8,groups, ,none,AR,4.713,3.13, ,0.219868142,0.44384682, ,41.7,22,13.6,11.7,9.9, , , , , 
pop,Cercopithecus_mona,Cercopithecus,Mona Monkey,Grenada Island,Forest_Rocky,1,1,both,2,Diurnal, , , , , , , ,4, ,1, ,26, , , , , ,5,1,wp,MFF,0.8,groups, ,yes,AR,4.713,3.13, ,0.219868142,0.44384682, ,41.7,22,13.6,11.7,9.9, , , , , 
sp,Cercopithecus_neglectus,Cercopithecus,De Brazza's' Monkey, ,Wetland_Forest,0,1,closed,2,Diurnal,1, , , , ,5, ,4,1,1, , , , , , ,2,11, ,both,MF,0.454545455,groups, ,none,BOTH,6.2665,3.6662, ,1.037325648,0.357822861, ,50.83333333,1.2,20.55,4.25,7.6,21.27377102, ,16.33416665,1.767766953,3.676955262
pop,Cercopithecus_neglectus,Cercopithecus,De Brazza's' Monkey,"Kisere Forest Reserve, Kenya",Wetland_Forest,0,1,closed,2,Diurnal, , , , , , , ,4, , , , , , , , , ,4,1,none,MFF,1,groups, ,yes,BOTH,6.2665,3.6662, ,1.037325648,0.357822861, ,50.83333333,1.2,20.55,4.25,7.6,21.27377102, ,16.33416665,1.767766953,3.676955262
pop,Cercopithecus_neglectus,Cercopithecus,De Brazza's' Monkey,"Makokou, Gabon",Wetland_Forest,0,1,closed,2,Diurnal,1, , , , ,5, , ,1,1, , , , , , , ,7,1,wp,MF,0.714285714,groups,ff,yes,BOTH,6.2665,3.6662, ,1.037325648,0.357822861, ,50.83333333,1.2,20.55,4.25,7.6,21.27377102, ,16.33416665,1.767766953,3.676955262
sp,Cercopithecus_nictitans,Cercopithecus,Greater spot-nosed Monkey, ,Forest_Savanna_Rocky,1,1,both,2,Diurnal, , , , , , , ,5, , , , , , , , ,2,5, ,none,MFF,1,groups, ,none,AR,6.9575,4.088, ,0.342946789,0.320462166, ,49.83333333,34.73333333,24.1,6.55,14.66666667,17.974519,26.61603527,18.40733549,3.464823228,8.082903769
pop,Cercopithecus_nictitans,Cercopithecus,Greater spot-nosed Monkey,"Gashaka-Gumti National Park, Nigeria",Forest_Savanna,1,1,both,2,Diurnal, , , , , , , ,4, , , , , , , , , ,4,1,none,MFF,1,groups, ,none,AR,6.9575,4.088, ,0.342946789,0.320462166, ,49.83333333,34.73333333,24.1,6.55,14.66666667,17.974519,26.61603527,18.40733549,3.464823228,8.082903769
pop,Cercopithecus_nictitans,Cercopithecus,Greater spot-nosed Monkey,"M'passa, Gabon",Forest,0,1,closed,1,Diurnal, , , , , , , ,1, , , , , , , , , ,1,1,none,MFF,1,groups, ,none,AR,6.9575,4.088, ,0.342946789,0.320462166, ,49.83333333,34.73333333,24.1,6.55,14.66666667,17.974519,26.61603527,18.40733549,3.464823228,8.082903769
sp,Cercopithecus_petaurista,Cercopithecus,Lesser spot-nosed Monkey, ,Forest,0,1,closed,1,Diurnal, , , , , , , ,3, ,1, , , , , , ,3,4, ,wp,MFF,0.75,groups, ,none,AR,3.503333333,2.510333333, ,0.926300887,0.339882823, ,55.6, ,22.75,6,12,30.54701295, ,24.39518395, , 
pop,Cercopithecus_petaurista,Cercopithecus,Lesser spot-nosed Monkey,"Taï National Park, Ivory Coast",Forest,0,1,closed,1,Diurnal, , , , , , , ,3, ,1, , , , , , , ,4,3,wp,MFF,0.75,groups, ,yes,AR,3.503333333,2.510333333, ,0.926300887,0.339882823, ,55.6, ,22.75,6,12,30.54701295, ,24.39518395, , 
sp,Cercopithecus_roloway,Cercopithecus,Roloway Monkey, ,Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , ,1,1, ,wp,FFMM,1,groups,one,yes,AR, , , , , , , , , , , , , , , , 
pop,Cercopithecus_roloway,Cercopithecus,Roloway Monkey,"Bia National Park, Ghana",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,wp,FFMM,1,groups,one,yes,AR, , , , , , , , , , , , , , , , 
sp,Cercopithecus_sclateri,Cercopithecus,Sclater's Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Cercopithecus_wolfi,Cercopithecus,Wolf's Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Cheirogaleus_crossleyi,Cheirogaleus,Crossley's Dwarf, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Cheirogaleus_major,Cheirogaleus,Greater Dwarf Lemur, ,Forest,0,1,closed,1,Nocturnal, , , , , ,2, , , , , , , , , , ,1,2, ,none,MF,1,groups,one,none,AR,0.5746,0.4433,0.413, , ,0.080610173, , , , , , , , , , 
pop,Cheirogaleus_major,Cheirogaleus,Greater Dwarf Lemur,"Littoral Rain Forest, Southern Madagascar",Forest,0,1,closed,1,Nocturnal, , , , , ,2, , , , , , , , , , , ,2,1,none,MF,1,groups,one,none,AR,0.5746,0.4433,0.413, , ,0.080610173, , , , , , , , , , 
sp,Cheirogaleus_medius,Cheirogaleus,Fat Tailed Dwarf Lemur, ,Forest,0,1,closed,1,Nocturnal, , , , , ,10, ,1,3, , , , , , , ,2,14, ,wp,MF,0.714285714,solitary,one,none,AR,0.192766667,0.195666667, ,0.081850249,0.07671358, ,77.5,6, ,10,19.5,3.535533906, , , ,0.707106781
pop,Cheirogaleus_medius,Cheirogaleus,Fat Tailed Dwarf Lemur,"Kirindy Forest, Western Madagascar",Forest,0,1,closed,1,Nocturnal, , , , , ,9, ,1,3, , , , , , , , ,13,1,wp,MF,0.692307692,solitary,one,none,AR,0.192766667,0.195666667, ,0.081850249,0.07671358, ,77.5,6, ,10,19.5,3.535533906, , , ,0.707106781
pop,Cheirogaleus_medius,Cheirogaleus,Fat Tailed Dwarf Lemur,"Forestry Station of Ampijoroa, North-Western Madagascar",Forest,0,1,closed,1,Nocturnal, , , , , ,1, , , , , , , , , , , ,1,1,none,MF,1,solitary,one,none,AR,0.192766667,0.195666667, ,0.081850249,0.07671358, ,77.5,6, ,10,19.5,3.535533906, , , ,0.707106781
sp,Cheirogaleus_minusculus,Cheirogaleus,Lesser Iron-Grey Dwarf Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Cheirogaleus_sibreei,Cheirogaleus,Sibree's Dwarf Lemur, , ,0,0,,1,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Cheracebus_lucifer,Cheracebus,Yellow-handed Titi Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Cheracebus_lugens,Cheracebus,White-chested Titi Monkey, ,Forest,0,1,closed,1,Diurnal, , , , , ,1,1, ,1, , , , , , , ,1,3, ,none,MF_FMM,0.333333333,groups, ,none,AR,1.32,1.155, ,0.240416306,0.148492424, ,59.4,26.9,6.4,3.9,3.4, , , , , 
pop,Cheracebus_lugens,Cheracebus,White-chested Titi Monkey,"Estacion Biologica Caparu, Colombia",Forest,0,1,closed,1,Diurnal, , , , , ,1,1, ,1, , , , , , , , ,3,1,none,MF_FMM,0.333333333,groups,one,none,AR,1.32,1.155, ,0.240416306,0.148492424, ,59.4,26.9,6.4,3.9,3.4, , , , , 
sp,Cheracebus_medemi,Cheracebus,Medem's Titi Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Cheracebus_purinus,Cheracebus,Rio Purus Titi Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Cheracebus_regulus,Cheracebus,Jurua Collared Titi Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Cheracebus_torquatus,Cheracebus,White-collared Titi Monkey, ,Forest,0,1,closed, ,Diurnal, , , , , ,4, , , , , , , , , , ,4,4, ,none,MF,1,groups,one,none,AR, , , , , , , , , , , , , , , , 
pop,Cheracebus_torquatus,Cheracebus,White-collared Titi Monkey,"Estacion Biologica Callicebus, Peru",Forest,0,1,closed,1,Diurnal, , , , , ,1, , , , , , , , , , , ,1,1,none,MF,1,groups,one,none,AR, , , , , , , , , , , , , , , , 
pop,Cheracebus_torquatus,Cheracebus,White-collared Titi Monkey,"Estacion Biologica Caparu, Colombia",Forest,0,1,closed,1,Diurnal, , , , , ,1, , , , , , , , , , , ,1,1,none,MF,1,groups,one,none,AR, , , , , , , , , , , , , , , , 
pop,Cheracebus_torquatus,Cheracebus,White-collared Titi Monkey,"Southwest of  Iquitos, Peru",Forest,0,1,closed,1,Diurnal, , , , , ,1, , , , , , , , , , , ,1,1,none,MF,1,groups,one,none,AR, , , , , , , , , , , , , , , , 
pop,Cheracebus_torquatus,Cheracebus,White-collared Titi Monkey,"Western Amzon Basin, Peru",Forest,0,1,closed,1,Diurnal, , , , , ,1, , , , , , , , , , , ,1,1,none,MF,1,groups,one,none,AR, , , , , , , , , , , , , , , , 
sp,Chiropotes_albinasus,Chiropotes,Red-nosed Bearded Saki, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Chiropotes_chiropotes,Chiropotes,Rio Negro Bearded Saki, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Chiropotes_satanas,Chiropotes,Black Saki, ,Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , ,1, ,2, , , , , , ,3,3, ,none,FFMM,0.666666667,groups,one,none,AR,2.88,2.625, ,0.523259018,0.176776695, ,25.53333333,44.36666667,2.9,26.66666667,4.6,16.1066239,8.421599215, ,20.36426609, 
pop,Chiropotes_satanas,Chiropotes,Black Saki,"Guri Lake, Venezuela",Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , ,1, , , , , , , , , ,1,1,none,MFF,1,groups,one,none,AR,2.88,2.625, ,0.523259018,0.176776695, ,25.53333333,44.36666667,2.9,26.66666667,4.6,16.1066239,8.421599215, ,20.36426609, 
pop,Chiropotes_satanas,Chiropotes,Black Saki,"Tucurui hydroelectric reservoir, Brazil",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,2, , , , , , , ,2,2,none,FFMM,1,groups,one,none,AR,2.88,2.625, ,0.523259018,0.176776695, ,25.53333333,44.36666667,2.9,26.66666667,4.6,16.1066239,8.421599215, ,20.36426609, 
sp,Chiropotes_utahickae,Chiropotes,Uta Hick's Bearded Saki, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Chlorocebus_aethiops,Chlorocebus,Grivet Monkey, ,Shrbuland_Granssland_Savanna_Forest_Wetland_Artificial,1,1,both, ,Diurnal, , , , , ,1, ,1,1,21, , , , , , ,8,24, ,both,FFMM,0.875,groups,ff,none,T,4.75,3.2, , , , ,50.6, ,18.7,17.6,7.4, , , , , 
pop,Chlorocebus_aethiops,Chlorocebus,Grivet Monkey,"Loskop Dam Nature Reserve, South Africa",Shrubland_Grassland_Savanna_Forest,1,1,both,4,Diurnal, , , , , , , , , ,11, , , , , , , ,11,3,none,FFMM,1,groups,one,none,T,4.75,3.2, , , , ,50.6, ,18.7,17.6,7.4, , , , , 
pop,Chlorocebus_aethiops,Chlorocebus,Grivet Monkey,"Ntendeka Wilderness Area, Ngome Forest, South Africa",Shrubland_Grassland_Forest,1,1,both,3,Diurnal, , , , , ,1, , , , , , , , , , , ,1,1,none,MF,1,groups,one,none,T,4.75,3.2, , , , ,50.6, ,18.7,17.6,7.4, , , , , 
pop,Chlorocebus_aethiops,Chlorocebus,Grivet Monkey,"Lake Nabugabo, Uganda",Wetland_Grassland_Forest_Artificial,1,1,both,4,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,T,4.75,3.2, , , , ,50.6, ,18.7,17.6,7.4, , , , , 
pop,Chlorocebus_aethiops,Chlorocebus,Grivet Monkey,"Kwazulu Natal, South Africa",Wetland_Shrubland,1,1,both,2,Diurnal, , , , , , , ,1,1,9, , , , , , , ,11,3,wp,FFMM,0.818181818,groups,ff,yes,T,4.75,3.2, , , , ,50.6, ,18.7,17.6,7.4, , , , , 
sp,Chlorocebus_cynosuros,Chlorocebus,Malbrouck Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Chlorocebus_djamdjamensis,Chlorocebus,Bale Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Chlorocebus_pygerythrus,Chlorocebus,Vervet Monkey, ,Wetland_Shrubland_Grassland_Savanna_Forest_Artificial,1,1,both,4,Diurnal, , , , , , , , , ,10, , , , , , ,5,10, ,none,FFMM,1,groups,one,none,T,4.90125,3.035, ,0.743820975,0.301711783, ,8.45,12.93333333,17.2,22.3,7.7,3.74766594,9.073771726,13.29360749,19.66112916, 
pop,Chlorocebus_pygerythrus,Chlorocebus,Vervet Monkey,"Kwazulu Natal, South Africa",Wetland_Shrubland,1,1,both,2,Diurnal, , , , , , , , , ,6, , , , , , , ,6,2,none,FFMM,1,groups,one,none,T,4.90125,3.035, ,0.743820975,0.301711783, ,8.45,12.93333333,17.2,22.3,7.7,3.74766594,9.073771726,13.29360749,19.66112916, 
pop,Chlorocebus_pygerythrus,Chlorocebus,Vervet Monkey,"Loskop Dam Nature Reserve, South Africa",Shrubland_Grassland_Savanna_Forest,1,1,both,4,Diurnal, , , , , , , , , ,2, , , , , , , ,2,1,none,FFMM,1,groups,one,none,T,4.90125,3.035, ,0.743820975,0.301711783, ,8.45,12.93333333,17.2,22.3,7.7,3.74766594,9.073771726,13.29360749,19.66112916, 
pop,Chlorocebus_pygerythrus,Chlorocebus,Vervet Monkey,"Lake Nabugabo, Uganda",Wetland_Grassland_Forest_Artificial,1,1,both,4,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,T,4.90125,3.035, ,0.743820975,0.301711783, ,8.45,12.93333333,17.2,22.3,7.7,3.74766594,9.073771726,13.29360749,19.66112916, 
pop,Chlorocebus_pygerythrus,Chlorocebus,Vervet Monkey,"Laikipia Plateau, Kenya",Savanna_Shrubland_Forest,1,1,both,3,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,T,4.90125,3.035, ,0.743820975,0.301711783, ,8.45,12.93333333,17.2,22.3,7.7,3.74766594,9.073771726,13.29360749,19.66112916, 
sp,Chlorocebus_sabaeus,Chlorocebus,Green Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Chlorocebus_tantalus,Chlorocebus,Tantalus Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Colobus_angolensis,Colobus,Black-and-White Angolian Colobus, ,Forest,0,1,closed,1,Diurnal,43, , , , ,3, ,5,1,1, , , , , , ,3,10, ,both,MFF,0.5,groups,ff,none,AR,9.95,7.6, ,0.212132034,0.282842712, ,19.1,30.3,42.3,8.3, ,3.252691193,27.71858582,21.07178208,3.39411255, 
pop,Colobus_angolensis,Colobus,Black-and-White Angolian Colobus,"Lower Pangani River, Tanzania",Forest,0,1,closed,1,Diurnal,8, , , , ,1, ,1, , , , , , , , , ,2,1,wp,MF_MFF,0.5,groups,one,none,AR,9.95,7.6, ,0.212132034,0.282842712, ,19.1,30.3,42.3,8.3, ,3.252691193,27.71858582,21.07178208,3.39411255, 
pop,Colobus_angolensis,Colobus,Black-and-White Angolian Colobus,"Amani, Tanzania",Forest,0,1,closed,1,Diurnal,13, , , , ,1, ,1, , , , , , , , , ,2,1,wp,MF_MFF,0.5,groups,one,none,AR,9.95,7.6, ,0.212132034,0.282842712, ,19.1,30.3,42.3,8.3, ,3.252691193,27.71858582,21.07178208,3.39411255, 
pop,Colobus_angolensis,Colobus,Black-and-White Angolian Colobus,"Balangai, Tanzania",Forest,0,1,closed,1,Diurnal,7, , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,AR,9.95,7.6, ,0.212132034,0.282842712, ,19.1,30.3,42.3,8.3, ,3.252691193,27.71858582,21.07178208,3.39411255, 
pop,Colobus_angolensis,Colobus,Black-and-White Angolian Colobus,"Mazumbai, Tanzania",Forest,0,1,closed,1,Diurnal,10, , , , , , ,2,1, , , , , , , , ,3,1,wp,MFF,0.666666667,groups,one,none,AR,9.95,7.6, ,0.212132034,0.282842712, ,19.1,30.3,42.3,8.3, ,3.252691193,27.71858582,21.07178208,3.39411255, 
pop,Colobus_angolensis,Colobus,Black-and-White Angolian Colobus,"Shume, Tanzania",Forest,0,1,closed,1,Diurnal,5, , , , ,1, , , , , , , , , , , ,1,1,none,MF,1,groups,one,none,AR,9.95,7.6, ,0.212132034,0.282842712, ,19.1,30.3,42.3,8.3, ,3.252691193,27.71858582,21.07178208,3.39411255, 
pop,Colobus_angolensis,Colobus,Black-and-White Angolian Colobus,"Diani Forest, Kenya",Forest,0,1,closed,1,Diurnal, , , , , , , ,1, , , , , , , , , ,1,1,none,MFF,1,groups,one,none,AR,9.95,7.6, ,0.212132034,0.282842712, ,19.1,30.3,42.3,8.3, ,3.252691193,27.71858582,21.07178208,3.39411255, 
pop,Colobus_angolensis,Colobus,Black-and-White Angolian Colobus,"Lake Nabugabo, Uganda",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,ff,none,AR,9.95,7.6, ,0.212132034,0.282842712, ,19.1,30.3,42.3,8.3, ,3.252691193,27.71858582,21.07178208,3.39411255, 
sp,Colobus_guereza,Colobus,Black-and-White Colobus / Mantled Guereza, ,Forest_Wetland_Grassland_Shrubland,1,1,both,4,Diurnal,23, , , , ,8, ,57,3,28,1,1, , , , ,9,96, ,both,MFF,0.59375,groups,ff,none,AR,10.408,8.0435, ,0.483661038,0.273650324, ,30,13.7,50.36,2.133333333,1.5,16.62061972,11.39254142,19.97067851,1.650252506, 
pop,Colobus_guereza,Colobus,Black-and-White Colobus / Mantled Guereza,"Arusha, Tanzania",Forest,0,1,closed,1,Diurnal,21, , , , ,2, ,1, ,2, , , , , , , ,5,1,wp,MF_FFMM,0.4,groups,one,none,AR,10.408,8.0435, ,0.483661038,0.273650324, ,30,13.7,50.36,2.133333333,1.5,16.62061972,11.39254142,19.97067851,1.650252506, 
pop,Colobus_guereza,Colobus,Black-and-White Colobus / Mantled Guereza,"Budongo Forest, Uganda",Forest,0,1,closed,1,Diurnal,1, , , , , , ,11, ,2, , , , , , , ,13,1,wp,MFF,0.846153846,groups,one,none,AR,10.408,8.0435, ,0.483661038,0.273650324, ,30,13.7,50.36,2.133333333,1.5,16.62061972,11.39254142,19.97067851,1.650252506, 
pop,Colobus_guereza,Colobus,Black-and-White Colobus / Mantled Guereza,"Queen Elizabeth National Park, Uganda",Forest,0,1,closed,1,Diurnal,1, , , , , , ,3,1, , ,1, , , , , ,4,1,wp,MFF,0.75,groups,one,none,AR,10.408,8.0435, ,0.483661038,0.273650324, ,30,13.7,50.36,2.133333333,1.5,16.62061972,11.39254142,19.97067851,1.650252506, 
pop,Colobus_guereza,Colobus,Black-and-White Colobus / Mantled Guereza,"Bole Valley, Ethiopia",Forest,0,1,closed,1,Diurnal, , , , , ,6, ,8, ,2,1, , , , , , ,16,1,wp,MFF,0.5,groups,ff,none,AR,10.408,8.0435, ,0.483661038,0.273650324, ,30,13.7,50.36,2.133333333,1.5,16.62061972,11.39254142,19.97067851,1.650252506, 
pop,Colobus_guereza,Colobus,Black-and-White Colobus / Mantled Guereza,"Kanyawara Forest Station, Uganda",Forest,0,1,closed,1,Diurnal, , , , , , , ,6,1,2, , , , , , , ,9,2,wp,MFF,0.666666667,groups,one,none,AR,10.408,8.0435, ,0.483661038,0.273650324, ,30,13.7,50.36,2.133333333,1.5,16.62061972,11.39254142,19.97067851,1.650252506, 
pop,Colobus_guereza,Colobus,Black-and-White Colobus / Mantled Guereza,"Kakamega Forest, Kenya",Forest,0,1,closed,1,Diurnal, , , , , , , ,6,1,18, , , , , , , ,25,2,wp,FFMM,0.72,groups,one,none,AR,10.408,8.0435, ,0.483661038,0.273650324, ,30,13.7,50.36,2.133333333,1.5,16.62061972,11.39254142,19.97067851,1.650252506, 
pop,Colobus_guereza,Colobus,Black-and-White Colobus / Mantled Guereza,"Kayanbura Gorge, Uganda",Forest_Wetland_Grassland_Shrubland,1,1,both,4,Diurnal, , , , , , , ,22, ,2, , , , , , , ,24,1,wp,MFF,0.916666667,groups,one,none,AR,10.408,8.0435, ,0.483661038,0.273650324, ,30,13.7,50.36,2.133333333,1.5,16.62061972,11.39254142,19.97067851,1.650252506, 
sp,Colobus_polykomos,Colobus,King Colobus, ,Forest,0,1,closed,1,Diurnal, , , , , , , ,2, ,2, , , , , , ,1,4, ,wp,MFF_FFMM,0.5,groups,one,none,AR,9.1,7.9, ,1.13137085,0.565685425, ,41.5,32,53,3, ,9.192388155, ,7.071067812,0, 
pop,Colobus_polykomos,Colobus,King Colobus,"Taï National Park, Ivory Coast",Forest,0,1,closed,1,Diurnal, , , , , , , ,2, ,2, , , , , , , ,4,1,wp,MFF_FFMM,0.5,groups,one,none,AR,9.1,7.9, ,1.13137085,0.565685425, ,41.5,32,53,3, ,9.192388155, ,7.071067812,0, 
sp,Colobus_satanas,Colobus,Black Colobus, ,Forest_Grassland_Rocky,1,1,both,2,Diurnal, , , , , , , ,1, ,5, , , , , , ,3,6, ,wp,FFMM,0.833333333,groups,one,none,AR,12.1,10.13333333, ,0.360555128,0.550757055, ,4,51.73333333,36.2,7.433333333, , ,9.089187716,9.236882591,5.750072463, 
pop,Colobus_satanas,Colobus,Black Colobus,"Rio Muni, Republic of Equatorial Guinea",Forest_Rocky,1,1,both,2,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,AR,12.1,10.13333333, ,0.360555128,0.550757055, ,4,51.73333333,36.2,7.433333333, , ,9.089187716,9.236882591,5.750072463, 
pop,Colobus_satanas,Colobus,Black Colobus,"Forêt des Abeilles, Gabon",Forest_Grassland,1,1,both,2,Diurnal, , , , , , , , , ,3, , , , , , , ,3,1,none,FFMM,1,groups,one,none,AR,12.1,10.13333333, ,0.360555128,0.550757055, ,4,51.73333333,36.2,7.433333333, , ,9.089187716,9.236882591,5.750072463, 
pop,Colobus_satanas,Colobus,Black Colobus,"Douala Edea Reserve, Cameroon",Forest_Grassland,1,1,both,2,Diurnal, , , , , , , ,1, ,1, , , , , , , ,2,1,wp,MFF_FFMM,0.5,groups,one,none,AR,12.1,10.13333333, ,0.360555128,0.550757055, ,4,51.73333333,36.2,7.433333333, , ,9.089187716,9.236882591,5.750072463, 
sp,Colobus_vellerosus,Colobus,Ursine Colobus / Geoffroy’s pied colobus, ,Forest_Savanna,1,1,both,2,Diurnal, , , , , , , ,2, ,3, , , , , , ,3,5, ,wp,FFMM,0.6,groups,one,yes,AR,8.825,7.275, ,0.459619408,0.530330086, ,10.7,4,79,6, , , , , , 
pop,Colobus_vellerosus,Colobus,Ursine Colobus / Geoffroy’s pied colobus,Boabeng-FiemaMonkeySanctuary_Ghana,Forest_Savanna,1,1,both,2,Diurnal, , , , , , , ,2, ,3, , , , , , , ,5,3,wp,FFMM,0.6,groups,one,yes,AR,8.825,7.275, ,0.459619408,0.530330086, ,10.7,4,79,6, , , , , , 
sp,Daubentonia_madagascariensis,Daubentonia,Aye-Aye, ,Forest,0,1,closed,1,Nocturnal, , ,2,1,1,1, , , , , , , , , , ,1,2, ,wp,solitary_MF,0.5,solitary_groups,one,none,AR,2.617,2.572, , , , , ,40.83, , , , , , , , 
pop,Daubentonia_madagascariensis,Daubentonia,Aye-Aye,"Mananara, Madagascar",Forest,0,1,closed,1,Nocturnal, , ,2,1,1,1, , , , , , , , , , , ,2,1,wp,solitary_MF,0.5,solitary_groups,one,none,AR,2.617,2.572, , , , , ,40.83, , , , , , , , 
sp,Erythrocebus_patas,Erythrocebus,Patas Monkey, ,Savannas_Forest_Wetland_Grassland_Artificial,1,1,both,4,Diurnal,4, , , , , , ,18, ,9,1, , , , , ,9,27, ,both,MFF,0.666666667,groups,one,none,T,12.4,6.5, , , , ,5.75,0.6,4.1,37.21,42.7,1.060660172, ,2.687005769,39.3009949, 
