sp.pop,Genus_species,Genus,Common_name,Population,Habitat_type,Habitat_open,Habitat_closed,Habitat_cat,Habitat_heterogenity,Activity_pattern,DisperseM,DisperseF,solitaryM,solitaryF,Solitary,MF,MF_adult_off,MFF,FMM,FFMM,FF,MM,Sex_specific_group,Sex_specific_solitaryM,Sex_specific_solitaryF,Sibling,Nbr_of_studies,Nbr_social_units,Nbr_papers_for_each_field_sites,IVSO,main_SO,calculation_main_SO,foraging_style,level_of_society,Disruption,Locomotion,mean_Male_Rowe,mean_Female_Rowe,mean_other_Rowe,sd_Male_Rowe,sd_Female_Rowe,sd_other_Rowe,mean_Fruits_rowe,mean_Seeds_rowe,mean_Leaves_rowe,mean_Flowers_rowe,mean_Animal_rowe,sd_Fruits_rowe,sd_Seeds_rowe,sd_Leaves_rowe,sd_Flowers_rowe,sd_Animals_rowe
sp,Rhinopithecus_roxellana,Rhinopithecus,Golden Snub-Nosed Monkey, ,Forest,0,1,closed,1,Diurnal,2, , , , ,1, ,48, , , , , , , , ,9,49, ,wp,MFF,0.979591837,groups, ,none,BOTH,16.56266667,8.292666667, ,1.485106506,0.253695355, ,22.18,14.57,80.86,1.13, , , , , , 
pop,Rhinopithecus_roxellana,Rhinopithecus,Golden Snub-Nosed Monkey,"Minshan Mountain, China",Forest,0,1,closed,1,Diurnal,1, , , , , , ,12, , , , , , , , , ,12,1,wp,MFF,1,groups,both,none,BOTH,16.56266667,8.292666667, ,1.485106506,0.253695355, ,22.18,14.57,80.86,1.13, , , , , , 
pop,Rhinopithecus_roxellana,Rhinopithecus,Golden Snub-Nosed Monkey,"Qinling Mountains, China",Forest,0,1,closed,1,Diurnal,1, , , , ,1, ,36, ,2, ,7, , , , , ,39,7,wp,MFF,0.923076923,groups,both,none,BOTH,16.56266667,8.292666667, ,1.485106506,0.253695355, ,22.18,14.57,80.86,1.13, , , , , , 
sp,Rhinopithecus_strykeri,Rhinopithecus,Burmese Snub-Nosed Monkey, ,Forest,0,1,closed,1,Diurnal,1, , , , , , ,5, ,3, , , , , , ,1,8, ,wp,MFF,0.625,groups,ml,none,BOTH,14,8.5, , , , , , , , , , , , , , 
pop,Rhinopithecus_strykeri,Rhinopithecus,Burmese Snub-Nosed Monkey,"Yunnan, China",Forest,0,1,closed,1,Diurnal,1, , , , , , ,5, ,3, , , , , , , ,8,1,wp,MFF,0.625,groups,ml,none,BOTH,14,8.5, , , , , , , , , , , , , , 
sp,Rungwecebus_kipunji,Rungwecebus,Kipunji/Highland Mangabey, ,Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , ,1,1, ,none,FFMM,1,groups, ,none,AR, , , , , , ,27, ,34,9, , , , , , 
pop,Rungwecebus_kipunji,Rungwecebus,Kipunji/Highland Mangabey,"Southern Higland, Tanzania",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,AR, , , , , , ,27, ,34,9, , , , , , 
sp,Saguinus_bicolor,Saguinus,Pied Tamarin, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Saguinus_fuscicollis,Saguinus,Brown Mantled Tamarin, , ,0,0,,1,Diurnal,4, , , , ,9, ,12,13,11,1,1,1, , , ,5,46, ,both,FMM,0.282608696,groups,one,none,NA,0.383,0.3865, ,0.041012193,0.024748737, , , , , , , , , , , 
pop,Saguinus_fuscicollis,Saguinus,Brown Mantled Tamarin,"Cocha Cashu Biological Station, Peru",Forest,0,1,closed,1,Diurnal,4, , , , ,9, ,11,11,8,1,1,1, , , , ,40,3,wp,MFF_FMM,0.275,groups,one,none,NA,0.383,0.3865, ,0.041012193,0.024748737, , , , , , , , , , , 
pop,Saguinus_fuscicollis,Saguinus,Brown Mantled Tamarin,"Estacion Biologica Quebrada Blanco, Peru",Forest,0,1,closed,1,Diurnal, , , , , , , ,1,1,2, , , , , , , ,4,4,wp,FFMM,0.5,groups,one,none,NA,0.383,0.3865, ,0.041012193,0.024748737, , , , , , , , , , , 
pop,Saguinus_fuscicollis,Saguinus,Brown Mantled Tamarin,"Zoobotanical Rio Branco Park, Brazil",Forest,0,1,closed,1,Diurnal, , , , , , , , ,1,1, , , , , , , ,2,1,wp,FMM_FFMM,0.5,groups,one,none,NA,0.383,0.3865, ,0.041012193,0.024748737, , , , , , , , , , , 
sp,Saguinus_geoffroyi,Saguinus,Geoffroy's Tamarin, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Saguinus_imperator,Saguinus,Emperor Tamarin, ,Forest,0,1,closed,1,Diurnal, , , , , , , ,1, ,1, , , , , , ,1,2, ,wp,MFF_FFMM,0.5,groups,one,none,AR,0.417,0.446, , , , , , , , , , , , , , 
pop,Saguinus_imperator,Saguinus,Emperor Tamarin,"Zoobotanical Rio Branco Park, Brazil",Forest,0,1,closed,1,Diurnal, , , , , , , ,1, ,1, , , , , , , ,2,1,wp,MFF_FFMM,0.5,groups,one,none,AR,0.417,0.446, , , , , , , , , , , , , , 
sp,Saguinus_inustus,Saguinus,Mottled-face Tamarin, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Saguinus_labiatus,Saguinus,Red-bellied Tamarin, ,Forest,0,1,closed,1,Diurnal, , , , , , , , ,5,4, , , , , , ,2,9, ,bp,FMM,0.555555556,groups,one,none,AR,0.503,0.515,0.505,0.036769553, , ,58, , , ,11, , , , , 
pop,Saguinus_labiatus,Saguinus,Red-bellied Tamarin,"South and West of Cobija, Bolivia",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,AR,0.503,0.515,0.505,0.036769553, , ,58, , , ,11, , , , , 
pop,Saguinus_labiatus,Saguinus,Red-bellied Tamarin,"Tahuamanu Biological Station, Bolivia",Forest,0,1,closed,1,Diurnal, , , , , , , , ,5,3, , , , , , , ,8,1,wp,FMM,0.625,groups,one,none,AR,0.503,0.515,0.505,0.036769553, , ,58, , , ,11, , , , , 
sp,Saguinus_leucopus,Saguinus,White-footed Tamarin, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Saguinus_martinsi,Saguinus,Martin's Bare-faced Tamarin, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Saguinus_melanoleucus,Saguinus,White Mantled Tamarin, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Saguinus_midas,Saguinus,Mida Tamarin, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Saguinus_mystax,Saguinus,Mustached Tamarin, ,Forest,0,1,closed,1,Diurnal, , , , , ,2, ,1,13,26, , , , , , ,6,42, ,both,FFMM,0.619047619,groups,one,yes,AR,0.5563,0.5793, , , , ,42.3, , , ,40.4, , , , , 
pop,Saguinus_mystax,Saguinus,Mustached Tamarin,"Estacion Biologica Padre Isla, Peru",Forest,0,1,closed,1,Diurnal, , , , , , , ,1,8,17, , , , , , , ,26,2,wp,FFMM,0.653846154,groups,one,yes,AR,0.5563,0.5793, , , , ,42.3, , , ,40.4, , , , , 
pop,Saguinus_mystax,Saguinus,Mustached Tamarin,"Estacion Biologica Quebrada Blanco, Peru",Forest,0,1,closed,1,Diurnal, , , , , ,2, , ,5,11, , , , , , , ,18,4,wp,FFMM,0.611111111,groups,one,none,AR,0.5563,0.5793, , , , ,42.3, , , ,40.4, , , , , 
sp,Saguinus_niger,Saguinus,Western Black-handed Tamarin, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Saguinus_nigricollis,Saguinus,Black Mantled Tamarin, ,Forest,0,1,closed,1,Diurnal, , , , , ,7, , ,1, , , , , , , ,1,8, ,wp,MF,0.875,groups,one,none,NA, , ,0.464, , , ,80, , , , , , , , , 
pop,Saguinus_nigricollis,Saguinus,Black Mantled Tamarin,"Cuyabeno, Ecuador",Forest,0,1,closed,1,Diurnal, , , , , ,7, , ,1, , , , , , , , ,8,1,wp,MF,0.875,groups,one,none,NA, , ,0.464, , , ,80, , , , , , , , , 
sp,Saguinus_oedipus,Saguinus,Cotton-top Tamarin, ,Forest,0,1,closed,1,Diurnal, , , , , , , , ,2,17,2, , , , , ,1,19, ,wp,FFMM,0.894736842,groups,one,none,AR,0.4185,0.425, ,0.012020815,0.007071068, , , , , , , , , , , 
pop,Saguinus_oedipus,Saguinus,Cotton-top Tamarin,"Estacion Experimental de Fauna Silvestre de Coloso, Colombia",Forest,0,1,closed,1,Diurnal, , , , , , , , ,2,17,2, , , , , , ,19,1,wp,FFMM,0.894736842,groups,one,none,AR,0.4185,0.425, ,0.012020815,0.007071068, , , , , , , , , , , 
sp,Saguinus_tripartitus,Saguinus,Golden Mantled Tamarin, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Saimiri_boliviensis,Saimiri,Black-capped Squirrel Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Saimiri_oerstedii,Saimiri,Central American Squirrel Minkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Saimiri_sciureus,Saimiri,Guianan Squirrel Monkey, ,Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , ,1,1, ,none,FFMM,1,groups,one,none,AR,0.796,0.79275, ,0.079195959,0.223092189, , , , , , , , , , , 
pop,Saimiri_sciureus,Saimiri,Guianan Squirrel Monkey,"Ananim Village, Brazil",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,AR,0.796,0.79275, ,0.079195959,0.223092189, , , , , , , , , , , 
sp,Saimiri_ustus,Saimiri,Golden-backed Squirrel Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Saimiri_vanzolinii,Saimiri,Black-headed Squirrel Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Sapajus_apella,Sapajus,Cuianan Brown Capuchin, ,Forest_Wetland_Savanna,1,1,both,3,Diurnal, , , , , , , ,2, ,5, , , , , , ,6,7,6,both,FFMM,0.714285714,groups,one,none,AR,3.725,3, ,0.247487373, , ,65.45,7.45,2.3,4.6,24.6,20.57680733,5.586143571,1.697056275,1.555634919, 
pop,Sapajus_apella,Sapajus,Cuianan Brown Capuchin,Central Suriname Nature Reserve,Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,AR,3.725,3, ,0.247487373, , ,65.45,7.45,2.3,4.6,24.6,20.57680733,5.586143571,1.697056275,1.555634919, 
pop,Sapajus_apella,Sapajus,Cuianan Brown Capuchin,"Cocha cashu biological station, Peru",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,AR,3.725,3, ,0.247487373, , ,65.45,7.45,2.3,4.6,24.6,20.57680733,5.586143571,1.697056275,1.555634919, 
pop,Sapajus_apella,Sapajus,Cuianan Brown Capuchin,"Iguazu national park, Argentina",Forest,0,1,closed,1,Diurnal, , , , , , , ,1, ,2, , , , , , , ,3,2,wp,FFMM,0.666666667,groups,one,none,AR,3.725,3, ,0.247487373, , ,65.45,7.45,2.3,4.6,24.6,20.57680733,5.586143571,1.697056275,1.555634919, 
pop,Sapajus_apella,Sapajus,Cuianan Brown Capuchin,"Nouragues Field Station French, Guiana",Forest_Savanna_Wetland,1,1,both,3,Diurnal, , , , , , , ,1, , , , , , , , , ,1,1,none,MFF,1,groups,one,none,AR,3.725,3, ,0.247487373, , ,65.45,7.45,2.3,4.6,24.6,20.57680733,5.586143571,1.697056275,1.555634919, 
pop,Sapajus_apella,Sapajus,Cuianan Brown Capuchin,"Tiete ecological park, Brazil",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,AR,3.725,3, ,0.247487373, , ,65.45,7.45,2.3,4.6,24.6,20.57680733,5.586143571,1.697056275,1.555634919, 
sp,Sapajus_cay,Sapajus,Hooded Capuchin, ,Forest_Artificial,0,1,closed,2,Diurnal, , , , , , , , , ,1, , , , , , ,1,1, ,none,FFMM,1,groups,one,none,AR, , ,3.25, , , ,63.82, ,7.31,0.4,18.08, , , , , 
pop,Sapajus_cay,Sapajus,Hooded Capuchin,"Rancho Laguna Blanca, Paraguay",Forest_Artificial,0,1,closed,2,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,AR, , ,3.25, , , ,63.82, ,7.31,0.4,18.08, , , , , 
sp,Sapajus_flavius,Sapajus,Blond Capuchin, ,Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , ,1,1, ,none,FFMM,1,groups,one,none,AR,2.69438,2.03333, , , , ,53,1.1,5.3,3.6,21, , , , , 
pop,Sapajus_flavius,Sapajus,Blond Capuchin,"Mata dos macacos, Brazil",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,AR,2.69438,2.03333, , , , ,53,1.1,5.3,3.6,21, , , , , 
sp,Sapajus_libidinosus,Sapajus,Bearded Capuchin, ,Forest,0,1,closed,1,Diurnal, , , , , , , , , ,3, , , , , , ,3,3, ,none,FFMM,1,groups,one,none,AR,3.1,1.975,2.537, , , , , , , , , , , , , 
pop,Sapajus_libidinosus,Sapajus,Bearded Capuchin,Fazenda Boa Vista Brazil,Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,AR,3.1,1.975,2.537, , , , , , , , , , , , , 
pop,Sapajus_libidinosus,Sapajus,Bearded Capuchin,"Serra da Capivara National Park, Brazil",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,2, , , , , , , ,2,2,none,FFMM,1,groups,one,none,AR,3.1,1.975,2.537, , , , , , , , , , , , , 
sp,Sapajus_macrocephalus,Sapajus,Large-headed Capuchin, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Sapajus_nigritus,Sapajus,Black-horned Capuchin, ,Forest,0,1,closed,1,Diurnal, , , , , , , ,5, ,9, , , , , , ,7,14, ,both,FFMM,0.642857143,groups,one,none,AR, , ,3.7, , , ,31.135, ,28.035, ,27.25,15.36543036, ,11.36320597, ,5.303300859
pop,Sapajus_nigritus,Sapajus,Black-horned Capuchin,"Carlos Botelho State Park, Brazil",Forest,0,1,closed,1,Diurnal, , , , , , , ,1, ,2, , , , , , , ,3,2,wp,FFMM,0.666666667,groups,one,none,AR, , ,3.7, , , ,31.135, ,28.035, ,27.25,15.36543036, ,11.36320597, ,5.303300859
pop,Sapajus_nigritus,Sapajus,Black-horned Capuchin,"Estacao Biologica de Caratinga, Brazil",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,AR, , ,3.7, , , ,31.135, ,28.035, ,27.25,15.36543036, ,11.36320597, ,5.303300859
pop,Sapajus_nigritus,Sapajus,Black-horned Capuchin,"Iguazu National Park, Argentina",Forest,0,1,closed,1,Diurnal, , , , , , , ,3, ,6, , , , , , , ,9,3,wp,FFMM,0.666666667,groups,one,none,AR, , ,3.7, , , ,31.135, ,28.035, ,27.25,15.36543036, ,11.36320597, ,5.303300859
pop,Sapajus_nigritus,Sapajus,Black-horned Capuchin,"Morro da Gloria, Brazil",Forest,0,1,closed,1,Diurnal, , , , , , , ,1, , , , , , , , , ,1,1,none,MFF,1,groups,one,none,AR, , ,3.7, , , ,31.135, ,28.035, ,27.25,15.36543036, ,11.36320597, ,5.303300859
sp,Sapajus_robustus,Sapajus,Crested Capuchin, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Sapajus_xanthosternos,Sapajus,Yellow-breasted Capuchin, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Sciurocheirus_alleni,Sciurocheirus,Allen's Squirell Galago, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Sciurocheirus_gabonensis,Sciurocheirus,Gabon Squirell Galago, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
pop,Semnopithecus_ajax,Semnopithecus,Himalayan/Kashmir Grey Langur,"Langtang, Nepal",Forest_Shrubland_Rocky,1,1,both,3,Diurnal, , , , , , , , , ,2, , , , , , , ,2,1,none,FFMM,1,groups,one,none,BOTH, , , , , , , , , , , , , , , , 
pop,Semnopithecus_ajax,Semnopithecus,Himalayan/Kashmir Grey Langur,"Bhaderwah Forest, India",Forest_Grassland_Rocky,1,1,both,3,Diurnal, , , , , , , ,1, ,1, , , , , , , ,2,1,wp,MFF_FFMM,0.5,groups,one,none,BOTH, , , , , , , , , , , , , , , , 
pop,Semnopithecus_ajax,Semnopithecus,Himalayan/Kashmir Grey Langur,"Machiara National Park, Pakistan",Forest_Shrubland_Grassland,1,1,both,3,Diurnal,4, , , , , , ,2, ,7, ,1, , , , , ,9,1,wp,FFMM,0.777777778,groups,one,none,BOTH, , , , , , , , , , , , , , , , 
sp,Semnopithecus_ajax,Semnopithecus,Himalayan/Kashmir Grey Langur, ,Forest_Shrubland_Wetland_Rocky_Grassland,1,1,both,3,Diurnal,4, , , , , , ,3, ,10, ,1, , , , ,3,13, ,wp,FFMM,0.769230769,groups,one,none,BOTH, , , , , , , , , , , , , , , , 
sp,Semnopithecus_dussumieri,Semnopithecus,Southern Plain Grey Langur, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Semnopithecus_entellus,Semnopithecus,Hanuman/Northern Plain Grey Langur, ,Forest_Artificial_Grassland_Shrubland,1,1,both,3,Diurnal, , , , , ,1, ,46, ,23, , , , , , ,11,70, ,both,MFF,0.657142857,groups,one,yes,T,17.55,12.25, ,0.919238816,0.777817459, ,53.2, ,43.3,2.4, , , , , , 
pop,Semnopithecus_entellus,Semnopithecus,Hanuman/Northern Plain Grey Langur,"Rajasthan, India",Forest,0,1,closed,1,Diurnal, , , , , , , ,5, , , , , , , , , ,5,3,none,MFF,1,groups,one,yes,T,17.55,12.25, ,0.919238816,0.777817459, ,53.2, ,43.3,2.4, , , , , , 
pop,Semnopithecus_entellus,Semnopithecus,Hanuman/Northern Plain Grey Langur,"Ramnagar, Nepal",Forest,0,1,closed,1,Diurnal, , , , , , , ,8, ,14, , , , , , , ,22,3,wp,FFMM,0.636363636,groups,one,yes,T,17.55,12.25, ,0.919238816,0.777817459, ,53.2, ,43.3,2.4, , , , , , 
pop,Semnopithecus_entellus,Semnopithecus,Hanuman/Northern Plain Grey Langur,"Shimla, Himachal Padresh",Artificial,0,0,,1,Diurnal, , , , , , , ,1, ,3, , , , , , , ,4,1,wp,FFMM,0.75,groups,one,none,T,17.55,12.25, ,0.919238816,0.777817459, ,53.2, ,43.3,2.4, , , , , , 
pop,Semnopithecus_entellus,Semnopithecus,Hanuman/Northern Plain Grey Langur,"Jodhpur, India",Forest,0,1,closed,1,Diurnal, , , , , , , ,31, , , , , , , , , ,31,2,none,MFF,1,groups,one,yes,T,17.55,12.25, ,0.919238816,0.777817459, ,53.2, ,43.3,2.4, , , , , , 
pop,Semnopithecus_entellus,Semnopithecus,Hanuman/Northern Plain Grey Langur,"Ghats, India",Forest_Grassland,1,1,both,2,Diurnal, , , , , ,1, , , , , , , , , , , ,1,1,none,MF,1,groups,one,none,T,17.55,12.25, ,0.919238816,0.777817459, ,53.2, ,43.3,2.4, , , , , , 
pop,Semnopithecus_entellus,Semnopithecus,Hanuman/Northern Plain Grey Langur,"Jessore, Bangladesh",Shrubland_Artificial_Grassland,1,0,open,3,Diurnal, , , , , , , ,1, ,6, , , , , , , ,7,1,wp,FFMM,0.857142857,groups,one,none,T,17.55,12.25, ,0.919238816,0.777817459, ,53.2, ,43.3,2.4, , , , , , 
sp,Semnopithecus_hector,Semnopithecus,Tarai Grey Langur, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Semnopithecus_hypoleucos,Semnopithecus,Black-Footed Grey Langur / Malabar Sacred Langur, ,Forest,0,1,closed,1,Diurnal, , , , , , , ,2, , , , , , , , ,2,2, ,none,MFF,1,groups,one,none,BOTH,12.7,10.3, , , , ,29, ,58,7, , , , , , 
pop,Semnopithecus_hypoleucos,Semnopithecus,Black-Footed Grey Langur,"Gerusoppa, India",Forest,0,1,closed,1,Diurnal, , , , , , , ,2, , , , , , , , , ,2,2,none,MFF,1,groups,one,none,BOTH,12.7,10.3, , , , ,29, ,58,7, , , , , , 
sp,Semnopithecus_priam,Semnopithecus,Tufted Grey Langur, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Semnopithecus_schistaceus,Semnopithecus,Nepal Grey langur, ,Forest,0,1,closed,1,Diurnal, , , , , , , ,1, ,5, , , , , , ,3,6, ,wp,FFMM,0.833333333,groups,one,none,BOTH,19.1,14.21, , ,2.672863633, ,20, ,56.5,8.5,1.7, , , , , 
pop,Semnopithecus_schistaceus,Semnopithecus,Nepal Grey langur,"Ramnagar, Nepal",Forest,0,1,closed,1,Diurnal, , , , , , , ,1, ,5, , , , , , , ,6,3,wp,FFMM,0.833333333,groups,one,none,BOTH,19.1,14.21, , ,2.672863633, ,20, ,56.5,8.5,1.7, , , , , 
sp,Simias_concolor,Simias,Pig-tailed Langur / Simakobu Monkey, ,Forest_Wetland,0,1,closed,2,Diurnal,4, , , , ,10, ,22, ,1, ,1, , , , ,5,33, ,both,MFF,0.666666667, ,one,yes,AR,8.7,7.1, , , , ,30,15,35,15,2, , , , , 
pop,Simias_concolor,Simias,Pig-tailed Langur / Simakobu Monkey,"Pagai Island, Indonesia",Forest_Wetland,0,1,closed,2,Diurnal,4, , , , ,9, ,10, ,1, ,1, , , , , ,20,1,wp,MFF,0.5,groups,one,none,AR,8.7,7.1, , , , ,30,15,35,15,2, , , , , 
pop,Simias_concolor,Simias,Pig-tailed Langur / Simakobu Monkey,"Mentawai Island, Indonesia",Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , ,4, , , , , , , , , ,4,2,none,MFF,1,groups,one,yes,AR,8.7,7.1, , , , ,30,15,35,15,2, , , , , 
pop,Simias_concolor,Simias,Pig-tailed Langur / Simakobu Monkey,"Siberut Island, Indonesia",Forest_Wetland,0,1,closed,2,Diurnal, , , , , ,1, ,8, , , , , , , , , ,9,2,wp,MFF,0.888888889,groups,one,yes,AR,8.7,7.1, , , , ,30,15,35,15,2, , , , , 
sp,Symphalangus_syndactylus,Symphalangus,Siamang, ,Forest,0,1,closed,1,Diurnal,1, , , , ,24, ,20,8, , , , , , , ,7,52, ,bp,MF,0.461538462,groups,one,yes,AR,10.9,10.7, , , , ,49.0625, ,24.65,6.5,12.00333333,11.29597089, ,10.81873375,7.778174593,10.81110694
pop,Symphalangus_syndactylus,Symphalangus,Siamang,"Ketambe Research Station, Indonesia",Forest,0,1,closed,1,Diurnal, , , , , ,3, , , , , , , , , , , ,3,1,none,MF,1,groups,one,yes,AR,10.9,10.7, , , , ,49.0625, ,24.65,6.5,12.00333333,11.29597089, ,10.81873375,7.778174593,10.81110694
pop,Symphalangus_syndactylus,Symphalangus,Siamang,"Pahang, Malaysia",Forest,0,1,closed,1,Diurnal,1, , , , ,3, , , , , , , , , , , ,3,2,none,MF,1,groups,one,none,AR,10.9,10.7, , , , ,49.0625, ,24.65,6.5,12.00333333,11.29597089, ,10.81873375,7.778174593,10.81110694
pop,Symphalangus_syndactylus,Symphalangus,Siamang,"Bukit Barisan Selatan National Park, Sumatra, Indonesia",Forest,0,1,closed,1,Diurnal, , , , , ,18, ,20,8, , , , , , , , ,46,4,wp,MFF,0.434782609,groups,one,yes,AR,10.9,10.7, , , , ,49.0625, ,24.65,6.5,12.00333333,11.29597089, ,10.81873375,7.778174593,10.81110694
sp,Tarsius_bancanus,Tarsius,Western Tarsier, ,Forest,0,1,closed,1,Nocturnal, , ,5,2,2, , , , , , , , , , , ,1,2, ,none,solitary,1,solitary_groups,one,none,NA,0.12183,0.1169, , , , , , , , , , , , , , 
pop,Tarsius_bancanus,Tarsius,Western Tarsier,"Sabah, Borneo",Forest,0,1,closed,1,Nocturnal, , ,5,2,2, , , , , , , , , , , , ,2,1,none,solitary,1,solitary,one,none,NA,0.12183,0.1169, , , , , , , , , , , , , , 
sp,Tarsius_dentatus,Tarsius,Dian's Tarsier, ,Forest_Artificial,0,1,closed,2,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none,AR,0.118,0.105,0.113, , , , , , , , , , , , , 
sp,Tarsius_lariang,Tarsius,Lariang Tarsier, ,Forest,0,1,closed,1,Nocturnal, , , , , ,10, , , , , , , , , , ,1,10, ,none,MF,1,groups,one,none,AR,0.118,0.102, , , , , , , , , , , , , , 
pop,Tarsius_lariang,Tarsius,Lariang Tarsier,"Lore Lindu National Park, Indonesia",Forest,0,1,closed,1,Nocturnal, , , , , ,10, , , , , , , , , , , ,10,1,none,MF,1,groups,one,none,AR,0.118,0.102, , , , , , , , , , , , , , 
sp,Tarsius_pelengensis,Tarsius,Peleng Tarsier, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Tarsius_pumilus,Tarsius,Sulawesi Mountain/Pygmy Tariser, ,Forest,0,1,closed,1,Nocturnal, , , , , , , , ,1, , , , , , , ,1,1, ,none,FMM,1,groups,one,none,AR,0.0491,0.052,0.055, , , , , , , , , , , , , 
pop,Tarsius_pumilus,Tarsius,Sulawesi Mountain/Pygmy Tariser,"Lore Lindu National Park, Indonesia",Forest,0,1,closed,1,Nocturnal, , , , , , , , ,1, , , , , , , , ,1,1,none,FMM,1,groups,one,none,AR,0.0491,0.052,0.055, , , , , , , , , , , , , 
sp,Tarsius_sangirensis,Tarsius,Great Sangihe Tarsier, ,Forest_Artificial_Grassland_Wetland,1,1,both,4,Nocturnal, , ,1,1,1,3, , , ,1, , , , , , ,1,5, ,wp,MF,0.6,solitary_groups,one,none,AR, , , , , , , , , , , , , , , , 
pop,Tarsius_sangirensis,Tarsius,Great Sangihe Tarsier,Sangihe Island,Forest_Artificial_Grassland_Wetland,1,1,both,4,Nocturnal, , ,1,1,1,3, , , ,1, , , , , , , ,5,1,wp,MF,0.6,solitary_groups,one,none,AR, , , , , , , , , , , , , , , , 
