sp.pop,Genus_species,Common_name,Population,Habitat_type,Habitat_open,Habitat_closed,Habitat_cat,Habitat_heterogenity,Activity_pattern,DisperseM,DisperseF,solitaryM,solitaryF,Solitary,MF,MF_adult_off,MFF,FMM,FFMM,FF,MM,Sex_specific_group,Sex_specific_solitaryM,Sex_specific_solitaryF,Sibling,Nbr_of_studies,Nbr_social_units,Nbr_papers_for_each_field_sites,IVSO,main_SO,calculation_main_SO,foraging_style,level_of_society,Disruption,Locomotion,mean_Male_all,mean_Female_all,mean_other_all,sd_Male_all,sd_Female_all,sd_other_all,mean_Fruits_all,mean_Seeds_all,mean_Leaves_all,mean_Flowers_all,mean_Animal_all,sd_Fruits_all,sd_Seeds_all,sd_Leaves_all,sd_Flowers_all,sd_Animals_all
sp,Cercopithecus_erythrogaster,White-throated Monkey, ,Forest,0,1,closed,1,Diurnal,1, , , , , , ,1, , , , , , , , ,1,1, ,none,MFF,1,groups, ,none,AR,4,3,3.5, , , , , , , , , , , , , 
pop,Cercopithecus_erythrogaster,White-throated Monkey,"Okomu Forest Reserve, Nigeria",Forest,0,1,closed,1,Diurnal,1, , , , , , ,1, , , , , , , , , ,1,1,none,MFF,1,groups, ,none,AR,4,3,3.5, , , , , , , , , , , , , 
sp,Cercopithecus_erythrotis,Red-eared Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , ,85, , , , , , , , , 
sp,Cercopithecus_hamlyni,Owl-faced Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Cercopithecus_lowei,Lowe's Monkey, ,Forest,0,1,closed,1,Diurnal, , , , , , , ,1, , , , , , , , ,1,1, ,none,MFF,1,groups,ff,none,AR,5.2,2.6,3.9, , , ,25, , , ,59.5, , , , , 
pop,Cercopithecus_lowei,Lowe's Monkey,"Adiopodoumé, Ivory Coast",Forest,0,1,closed,1,Diurnal, , , , , , , ,1, , , , , , , , , ,1,1,none,MFF,1,groups,ff,yes,AR,5.2,2.6,3.9, , , ,25, , , ,59.5, , , , , 
sp,Cercopithecus_mitis,Blue Monkey, ,Forest_Grassland_Woodland,1,1,both,2,Diurnal,18, , , , , , ,26, ,4,1, , , , , ,11,30, ,both,MFF,0.866666667,groups,ff,yes,AR,6.3894375,3.9265125,4.89,1.360489813,0.585317778, ,51.565,2.4,19.025,9.875,20.49,6.116499544,0,1.992276755,1.87383297,3.663932314
pop,Cercopithecus_mitis,Blue Monkey,"Kakamega Forest, Kenya",Forest,0,1,closed,1,Diurnal, , , , , , , ,5, ,1, , , , , , , ,6,3,wp,MFF,0.833333333,groups,ff,yes,AR,6.3894375,3.9265125,4.89,1.360489813,0.585317778, ,51.565,2.4,19.025,9.875,20.49,6.116499544,0,1.992276755,1.87383297,3.663932314
pop,Cercopithecus_mitis,Blue Monkey,"Gede Ruins National Monument, Kenya",Woodland,0,1,closed,1,Diurnal, , , , , , , ,1, , , , , , , , , ,1,1,none,MFF,1,groups, ,none,AR,6.3894375,3.9265125,4.89,1.360489813,0.585317778, ,51.565,2.4,19.025,9.875,20.49,6.116499544,0,1.992276755,1.87383297,3.663932314
pop,Cercopithecus_mitis,Blue Monkey,"Mount Kilum, Cameroun",Forest,0,1,closed,1,Diurnal,1, , , , , , ,1, ,1, , , , , , , ,2,1,wp,MFF_FFMM,0.5,groups,ff,none,AR,6.3894375,3.9265125,4.89,1.360489813,0.585317778, ,51.565,2.4,19.025,9.875,20.49,6.116499544,0,1.992276755,1.87383297,3.663932314
pop,Cercopithecus_mitis,Blue Monkey,"Kibale National Park, Uganda",Forest_Grassland,1,1,both,2,Diurnal,16, , , , , , ,15, ,1,1, , , , , , ,16,4,wp,MFF,0.9375,groups,ff,yes,AR,6.3894375,3.9265125,4.89,1.360489813,0.585317778, ,51.565,2.4,19.025,9.875,20.49,6.116499544,0,1.992276755,1.87383297,3.663932314
pop,Cercopithecus_mitis,Blue Monkey,"Ngoye Forest, South Africa",Forest_Grassland,1,1,both,2,Diurnal, , , , , , , ,3, ,1, , , , , , , ,4,2,wp,MFF,0.75,groups, ,none,AR,6.3894375,3.9265125,4.89,1.360489813,0.585317778, ,51.565,2.4,19.025,9.875,20.49,6.116499544,0,1.992276755,1.87383297,3.663932314
pop,Cercopithecus_mitis,Blue Monkey,"Virunga Volcano, Rwanda",Forest,0,1,closed,1,Diurnal,1, , , , , , ,1, , , , , , , , , ,1,1,none,MFF,1,groups, ,none,AR,6.3894375,3.9265125,4.89,1.360489813,0.585317778, ,51.565,2.4,19.025,9.875,20.49,6.116499544,0,1.992276755,1.87383297,3.663932314
sp,Cercopithecus_mona,Mona Monkey, ,Forest_Rocky,1,1,both,2,Diurnal, , , , , , , ,4, ,1, ,26, , , , ,1,5, ,wp,MFF,0.8,groups, ,none,AR,4.713,3.13, ,0.219868142,0.44384682, ,41.7,22,13.6,11.7,9.9, , , , , 
pop,Cercopithecus_mona,Mona Monkey,Grenada Island,Forest_Rocky,1,1,both,2,Diurnal, , , , , , , ,4, ,1, ,26, , , , , ,5,1,wp,MFF,0.8,groups, ,yes,AR,4.713,3.13, ,0.219868142,0.44384682, ,41.7,22,13.6,11.7,9.9, , , , , 
sp,Cercopithecus_neglectus,De Brazza's' Monkey, ,Forest_Wetland,0,1,closed,2,Diurnal,1, , , , ,5, ,4,1,1, , , , , , ,2,11, ,both,MF,0.454545455,groups, ,none,BOTH,6.627666667,3.7435,5.74,0.964026106,0.371862206, ,50.83333333,1.2,20.55,4.25,7.6,21.27377102, ,16.33416665,1.767766953,3.676955262
pop,Cercopithecus_neglectus,De Brazza's' Monkey,"Kisere Forest Reserve, Kenya",Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , ,4, , , , , , , , , ,4,1,none,MFF,1,groups, ,yes,BOTH,6.627666667,3.7435,5.74,0.964026106,0.371862206, ,50.83333333,1.2,20.55,4.25,7.6,21.27377102, ,16.33416665,1.767766953,3.676955262
pop,Cercopithecus_neglectus,De Brazza's' Monkey,"Makokou, Gabon",Forest_Wetland,0,1,closed,2,Diurnal,1, , , , ,5, , ,1,1, , , , , , , ,7,1,wp,MF,0.714285714,groups,ff,yes,BOTH,6.627666667,3.7435,5.74,0.964026106,0.371862206, ,50.83333333,1.2,20.55,4.25,7.6,21.27377102, ,16.33416665,1.767766953,3.676955262
sp,Cercopithecus_nictitans,Greater spot-nosed Monkey, ,Forest_Rocky_Savanna,1,1,both,2,Diurnal, , , , , , , ,5, , , , , , , , ,2,5, ,none,MFF,1,groups, ,none,AR,6.861666667,4.1204,5.46,0.293867884,0.286828869, ,49.83333333,34.73333333,24.1,6.55,14.66666667,17.974519,26.61603527,18.40733549,3.464823228,8.082903769
pop,Cercopithecus_nictitans,Greater spot-nosed Monkey,"Gashaka-Gumti National Park, Nigeria",Forest_Savanna,1,1,both,2,Diurnal, , , , , , , ,4, , , , , , , , , ,4,1,none,MFF,1,groups, ,none,AR,6.861666667,4.1204,5.46,0.293867884,0.286828869, ,49.83333333,34.73333333,24.1,6.55,14.66666667,17.974519,26.61603527,18.40733549,3.464823228,8.082903769
pop,Cercopithecus_nictitans,Greater spot-nosed Monkey,"M'passa, Gabon",Forest,0,1,closed,1,Diurnal, , , , , , , ,1, , , , , , , , , ,1,1,none,MFF,1,groups, ,none,AR,6.861666667,4.1204,5.46,0.293867884,0.286828869, ,49.83333333,34.73333333,24.1,6.55,14.66666667,17.974519,26.61603527,18.40733549,3.464823228,8.082903769
sp,Cercopithecus_petaurista,Lesser spot-nosed Monkey, ,Forest,0,1,closed,1,Diurnal, , , , , , , ,3, ,1, , , , , , ,3,4, ,wp,MFF,0.75,groups, ,none,AR,3.503333333,2.510333333, ,0.926300887,0.339882823, ,55.6, ,22.75,6,12,30.54701295, ,24.39518395, , 
pop,Cercopithecus_petaurista,Lesser spot-nosed Monkey,"Taï National Park, Ivory Coast",Forest,0,1,closed,1,Diurnal, , , , , , , ,3, ,1, , , , , , , ,4,3,wp,MFF,0.75,groups, ,yes,AR,3.503333333,2.510333333, ,0.926300887,0.339882823, ,55.6, ,22.75,6,12,30.54701295, ,24.39518395, , 
sp,Cercopithecus_roloway,Roloway Monkey, ,Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , ,1,1, ,wp,FFMM,1,groups,one,yes,AR,5.2,3.9,4.55, , , ,20.9, ,6.5,5.7,33.8, , , , , 
pop,Cercopithecus_roloway,Roloway Monkey,"Bia National Park, Ghana",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,wp,FFMM,1,groups,one,yes,AR,5.2,3.9,4.55, , , ,20.9, ,6.5,5.7,33.8, , , , , 
sp,Cercopithecus_sclateri,Sclater's Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Cercopithecus_wolfi,Wolf's Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Cheirogaleus_crossleyi,Crossley's Dwarf, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Cheirogaleus_major,Greater Dwarf Lemur, ,Forest,0,1,closed,1,Nocturnal, , , , , ,2, , , , , , , , , , ,1,2, ,none,MF,1,groups,one,none,AR,0.5746,0.4433,0.442, , ,0.07597368, , , , , , , , , , 
pop,Cheirogaleus_major,Greater Dwarf Lemur,"Littoral Rain Forest, Southern Madagascar",Forest,0,1,closed,1,Nocturnal, , , , , ,2, , , , , , , , , , , ,2,1,none,MF,1,groups,one,none,AR,0.5746,0.4433,0.442, , ,0.07597368, , , , , , , , , , 
sp,Cheirogaleus_medius,Fat Tailed Dwarf Lemur, ,Forest,0,1,closed,1,Nocturnal, , , , , ,10, ,1,3, , , , , , , ,2,14, ,wp,MF,0.714285714,solitary,one,none,AR,0.192766667,0.195666667, ,0.081850249,0.07671358, ,77.5,6, ,10,19.5,3.535533906, , , ,0.707106781
pop,Cheirogaleus_medius,Fat Tailed Dwarf Lemur,"Kirindy Forest, Western Madagascar",Forest,0,1,closed,1,Nocturnal, , , , , ,9, ,1,3, , , , , , , , ,13,1,wp,MF,0.692307692,solitary,one,none,AR,0.192766667,0.195666667, ,0.081850249,0.07671358, ,77.5,6, ,10,19.5,3.535533906, , , ,0.707106781
pop,Cheirogaleus_medius,Fat Tailed Dwarf Lemur,"Forestry Station of Ampijoroa, North-Western Madagascar",Forest,0,1,closed,1,Nocturnal, , , , , ,1, , , , , , , , , , , ,1,1,none,MF,1,solitary,one,none,AR,0.192766667,0.195666667, ,0.081850249,0.07671358, ,77.5,6, ,10,19.5,3.535533906, , , ,0.707106781
sp,Cheirogaleus_minusculus,Lesser Iron-Grey Dwarf Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Cheirogaleus_sibreei,Sibree's Dwarf Lemur, , ,0,0,,1,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Cheracebus_lucifer,Yellow-handed Titi Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Cheracebus_lugens,White-chested Titi Monkey, ,Forest,0,1,closed,1,Diurnal, , , , , ,1,1, ,1, , , , , , , ,1,3, ,none,MF_FMM,0.333333333,groups, ,none,AR,1.32,1.155, ,0.240416306,0.148492424, ,59.4,26.9,6.4,3.9,3.4, , , , , 
pop,Cheracebus_lugens,White-chested Titi Monkey,"Estacion Biologica Caparu, Colombia",Forest,0,1,closed,1,Diurnal, , , , , ,1,1, ,1, , , , , , , , ,3,1,none,MF_FMM,0.333333333,groups,one,none,AR,1.32,1.155, ,0.240416306,0.148492424, ,59.4,26.9,6.4,3.9,3.4, , , , , 
sp,Cheracebus_medemi,Medem's Titi Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Cheracebus_purinus,Rio Purus Titi Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Cheracebus_regulus,Jurua Collared Titi Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Cheracebus_torquatus,White-collared Titi Monkey, ,Forest,0,1,closed, ,Diurnal, , , , , ,4, , , , , , , , , , ,4,4, ,none,MF,1,groups,one,none,AR,1.28,1.21,1.25, , , ,65, ,15, ,16, , , , , 
pop,Cheracebus_torquatus,White-collared Titi Monkey,"Estacion Biologica Callicebus, Peru",Forest,0,1,closed,1,Diurnal, , , , , ,1, , , , , , , , , , , ,1,1,none,MF,1,groups,one,none,AR,1.28,1.21,1.25, , , ,65, ,15, ,16, , , , , 
pop,Cheracebus_torquatus,White-collared Titi Monkey,"Estacion Biologica Caparu, Colombia",Forest,0,1,closed,1,Diurnal, , , , , ,1, , , , , , , , , , , ,1,1,none,MF,1,groups,one,none,AR,1.28,1.21,1.25, , , ,65, ,15, ,16, , , , , 
pop,Cheracebus_torquatus,White-collared Titi Monkey,"Southwest of  Iquitos, Peru",Forest,0,1,closed,1,Diurnal, , , , , ,1, , , , , , , , , , , ,1,1,none,MF,1,groups,one,none,AR,1.28,1.21,1.25, , , ,65, ,15, ,16, , , , , 
pop,Cheracebus_torquatus,White-collared Titi Monkey,"Western Amzon Basin, Peru",Forest,0,1,closed,1,Diurnal, , , , , ,1, , , , , , , , , , , ,1,1,none,MF,1,groups,one,none,AR,1.28,1.21,1.25, , , ,65, ,15, ,16, , , , , 
sp,Chiropotes_albinasus,Red-nosed Bearded Saki, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Chiropotes_chiropotes,Rio Negro Bearded Saki, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Chiropotes_satanas,Black Saki, ,Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , ,1, ,2, , , , , , ,3,3, ,none,FFMM,0.666666667,groups,one,none,AR,2.953333333,2.736666667,2.885,0.391194751,0.230289673,0.205060967,41.9625,44.36666667,2.7,21.5625,4.6,35.39235734,8.421599215,0.282842712,19.51099583, 
pop,Chiropotes_satanas,Black Saki,"Guri Lake, Venezuela",Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , ,1, , , , , , , , , ,1,1,none,MFF,1,groups,one,none,AR,2.953333333,2.736666667,2.885,0.391194751,0.230289673,0.205060967,41.9625,44.36666667,2.7,21.5625,4.6,35.39235734,8.421599215,0.282842712,19.51099583, 
pop,Chiropotes_satanas,Black Saki,"Tucurui hydroelectric reservoir, Brazil",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,2, , , , , , , ,2,2,none,FFMM,1,groups,one,none,AR,2.953333333,2.736666667,2.885,0.391194751,0.230289673,0.205060967,41.9625,44.36666667,2.7,21.5625,4.6,35.39235734,8.421599215,0.282842712,19.51099583, 
sp,Chiropotes_utahickae,Uta Hick's Bearded Saki, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Chlorocebus_aethiops,Grivet Monkey, ,Artificial_Forest_Grassland_Savanna_Shrubland_Wetland,1,1,both, ,Diurnal, , , , , ,1, ,1,1,21, , , , , , ,8,24, ,both,FFMM,0.875,groups,ff,none,T,5.26,3.365,4.65,0.721248917,0.233345238, ,50.6, ,18.7,17.6,7.4, , , , , 
pop,Chlorocebus_aethiops,Grivet Monkey,"Loskop Dam Nature Reserve, South Africa",Forest_Grassland_Savanna_Shrubland,1,1,both,4,Diurnal, , , , , , , , , ,11, , , , , , , ,11,3,none,FFMM,1,groups,one,none,T,5.26,3.365,4.65,0.721248917,0.233345238, ,50.6, ,18.7,17.6,7.4, , , , , 
pop,Chlorocebus_aethiops,Grivet Monkey,"Ntendeka Wilderness Area, Ngome Forest, South Africa",Forest_Grassland_Shrubland,1,1,both,3,Diurnal, , , , , ,1, , , , , , , , , , , ,1,1,none,MF,1,groups,one,none,T,5.26,3.365,4.65,0.721248917,0.233345238, ,50.6, ,18.7,17.6,7.4, , , , , 
pop,Chlorocebus_aethiops,Grivet Monkey,"Lake Nabugabo, Uganda",Artificial_Forest_Grassland_Wetland,1,1,both,4,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,T,5.26,3.365,4.65,0.721248917,0.233345238, ,50.6, ,18.7,17.6,7.4, , , , , 
pop,Chlorocebus_aethiops,Grivet Monkey,"Kwazulu Natal, South Africa",Shrubland_Wetland,1,1,both,2,Diurnal, , , , , , , ,1,1,9, , , , , , , ,11,3,wp,FFMM,0.818181818,groups,ff,yes,T,5.26,3.365,4.65,0.721248917,0.233345238, ,50.6, ,18.7,17.6,7.4, , , , , 
sp,Chlorocebus_cynosuros,Malbrouck Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Chlorocebus_djamdjamensis,Bale Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Chlorocebus_pygerythrus,Vervet Monkey, ,Artificial_Forest_Grassland_Savanna_Shrubland_Wetland,1,1,both,4,Diurnal, , , , , , , , , ,10, , , , , , ,3,10, ,none,FFMM,1,groups,one,none,T,4.832222222,3.027142857,4.665,0.72594383,0.276207307,1.463711037,8.45,12.93333333,17.2,22.3,7.7,3.74766594,9.073771726,13.29360749,19.66112916, 
pop,Chlorocebus_pygerythrus,Vervet Monkey,"Kwazulu Natal, South Africa",Shrubland_Wetland,1,1,both,2,Diurnal, , , , , , , , , ,6, , , , , , , ,6,2,none,FFMM,1,groups,one,none,T,4.832222222,3.027142857,4.665,0.72594383,0.276207307,1.463711037,8.45,12.93333333,17.2,22.3,7.7,3.74766594,9.073771726,13.29360749,19.66112916, 
pop,Chlorocebus_pygerythrus,Vervet Monkey,"Loskop Dam Nature Reserve, South Africa",Forest_Grassland_Savanna_Shrubland,1,1,both,4,Diurnal, , , , , , , , , ,2, , , , , , , ,2,1,none,FFMM,1,groups,one,none,T,4.832222222,3.027142857,4.665,0.72594383,0.276207307,1.463711037,8.45,12.93333333,17.2,22.3,7.7,3.74766594,9.073771726,13.29360749,19.66112916, 
pop,Chlorocebus_pygerythrus,Vervet Monkey,"Lake Nabugabo, Uganda",Artificial_Forest_Grassland_Wetland,1,1,both,4,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,T,4.832222222,3.027142857,4.665,0.72594383,0.276207307,1.463711037,8.45,12.93333333,17.2,22.3,7.7,3.74766594,9.073771726,13.29360749,19.66112916, 
pop,Chlorocebus_pygerythrus,Vervet Monkey,"Laikipia Plateau, Kenya",Forest_Savanna_Shrubland,1,1,both,3,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,T,4.832222222,3.027142857,4.665,0.72594383,0.276207307,1.463711037,8.45,12.93333333,17.2,22.3,7.7,3.74766594,9.073771726,13.29360749,19.66112916, 
sp,Chlorocebus_sabaeus,Green Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Chlorocebus_tantalus,Tantalus Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Colobus_angolensis,Black-and-White Angolian Colobus, ,Forest,0,1,closed,1,Diurnal,43, , , , ,3, ,5,1,1, , , , , , ,4,10, ,both,MFF,0.5,groups,ff,none,AR,9.95,7.6, ,0.212132034,0.282842712, ,18.4,30.3,49.86666667,7.2, ,2.6,27.71858582,19.84372277,3.064310689, 
pop,Colobus_angolensis,Black-and-White Angolian Colobus,"Lower Pangani River, Tanzania",Forest,0,1,closed,1,Diurnal,8, , , , ,1, ,1, , , , , , , , , ,2,1,wp,MF_MFF,0.5,groups,one,none,AR,9.95,7.6, ,0.212132034,0.282842712, ,18.4,30.3,49.86666667,7.2, ,2.6,27.71858582,19.84372277,3.064310689, 
pop,Colobus_angolensis,Black-and-White Angolian Colobus,"Amani, Tanzania",Forest,0,1,closed,1,Diurnal,13, , , , ,1, ,1, , , , , , , , , ,2,1,wp,MF_MFF,0.5,groups,one,none,AR,9.95,7.6, ,0.212132034,0.282842712, ,18.4,30.3,49.86666667,7.2, ,2.6,27.71858582,19.84372277,3.064310689, 
pop,Colobus_angolensis,Black-and-White Angolian Colobus,"Balangai, Tanzania",Forest,0,1,closed,1,Diurnal,7, , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,AR,9.95,7.6, ,0.212132034,0.282842712, ,18.4,30.3,49.86666667,7.2, ,2.6,27.71858582,19.84372277,3.064310689, 
pop,Colobus_angolensis,Black-and-White Angolian Colobus,"Mazumbai, Tanzania",Forest,0,1,closed,1,Diurnal,10, , , , , , ,2,1, , , , , , , , ,3,1,wp,MFF,0.666666667,groups,one,none,AR,9.95,7.6, ,0.212132034,0.282842712, ,18.4,30.3,49.86666667,7.2, ,2.6,27.71858582,19.84372277,3.064310689, 
pop,Colobus_angolensis,Black-and-White Angolian Colobus,"Shume, Tanzania",Forest,0,1,closed,1,Diurnal,5, , , , ,1, , , , , , , , , , , ,1,1,none,MF,1,groups,one,none,AR,9.95,7.6, ,0.212132034,0.282842712, ,18.4,30.3,49.86666667,7.2, ,2.6,27.71858582,19.84372277,3.064310689, 
pop,Colobus_angolensis,Black-and-White Angolian Colobus,"Diani Forest, Kenya",Forest,0,1,closed,1,Diurnal, , , , , , , ,1, , , , , , , , , ,1,1,none,MFF,1,groups,one,none,AR,9.95,7.6, ,0.212132034,0.282842712, ,18.4,30.3,49.86666667,7.2, ,2.6,27.71858582,19.84372277,3.064310689, 
pop,Colobus_angolensis,Black-and-White Angolian Colobus,"Lake Nabugabo, Uganda",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,ff,none,AR,9.95,7.6, ,0.212132034,0.282842712, ,18.4,30.3,49.86666667,7.2, ,2.6,27.71858582,19.84372277,3.064310689, 
sp,Colobus_guereza,Black-and-White Colobus / Mantled Guereza, ,Forest_Grassland_Shrubland_Wetland,1,1,both,4,Diurnal,23, , , , ,8, ,57,3,28,1,1, , , , ,9,96, ,both,MFF,0.59375,groups,ff,none,AR,10.23533333,7.995666667,8.89,0.454318537,0.210490697, ,25.43333333,15.775,51.5,2.325,1.5,18.60437225,10.18573349,18.0792699,1.400892573, 
pop,Colobus_guereza,Black-and-White Colobus / Mantled Guereza,"Arusha, Tanzania",Forest,0,1,closed,1,Diurnal,21, , , , ,2, ,1, ,2, , , , , , , ,5,1,wp,MF_FFMM,0.4,groups,one,none,AR,10.23533333,7.995666667,8.89,0.454318537,0.210490697, ,25.43333333,15.775,51.5,2.325,1.5,18.60437225,10.18573349,18.0792699,1.400892573, 
pop,Colobus_guereza,Black-and-White Colobus / Mantled Guereza,"Budongo Forest, Uganda",Forest,0,1,closed,1,Diurnal,1, , , , , , ,11, ,2, , , , , , , ,13,1,wp,MFF,0.846153846,groups,one,none,AR,10.23533333,7.995666667,8.89,0.454318537,0.210490697, ,25.43333333,15.775,51.5,2.325,1.5,18.60437225,10.18573349,18.0792699,1.400892573, 
pop,Colobus_guereza,Black-and-White Colobus / Mantled Guereza,"Queen Elizabeth National Park, Uganda",Forest,0,1,closed,1,Diurnal,1, , , , , , ,3,1, , ,1, , , , , ,4,1,wp,MFF,0.75,groups,one,none,AR,10.23533333,7.995666667,8.89,0.454318537,0.210490697, ,25.43333333,15.775,51.5,2.325,1.5,18.60437225,10.18573349,18.0792699,1.400892573, 
pop,Colobus_guereza,Black-and-White Colobus / Mantled Guereza,"Bole Valley, Ethiopia",Forest,0,1,closed,1,Diurnal, , , , , ,6, ,8, ,2,1, , , , , , ,16,1,wp,MFF,0.5,groups,ff,none,AR,10.23533333,7.995666667,8.89,0.454318537,0.210490697, ,25.43333333,15.775,51.5,2.325,1.5,18.60437225,10.18573349,18.0792699,1.400892573, 
pop,Colobus_guereza,Black-and-White Colobus / Mantled Guereza,"Kanyawara Forest Station, Uganda",Forest,0,1,closed,1,Diurnal, , , , , , , ,6,1,2, , , , , , , ,9,2,wp,MFF,0.666666667,groups,one,none,AR,10.23533333,7.995666667,8.89,0.454318537,0.210490697, ,25.43333333,15.775,51.5,2.325,1.5,18.60437225,10.18573349,18.0792699,1.400892573, 
pop,Colobus_guereza,Black-and-White Colobus / Mantled Guereza,"Kakamega Forest, Kenya",Forest,0,1,closed,1,Diurnal, , , , , , , ,6,1,18, , , , , , , ,25,2,wp,FFMM,0.72,groups,one,none,AR,10.23533333,7.995666667,8.89,0.454318537,0.210490697, ,25.43333333,15.775,51.5,2.325,1.5,18.60437225,10.18573349,18.0792699,1.400892573, 
pop,Colobus_guereza,Black-and-White Colobus / Mantled Guereza,"Kayanbura Gorge, Uganda",Forest_Grassland_Shrubland_Wetland,1,1,both,4,Diurnal, , , , , , , ,22, ,2, , , , , , , ,24,1,wp,MFF,0.916666667,groups,one,none,AR,10.23533333,7.995666667,8.89,0.454318537,0.210490697, ,25.43333333,15.775,51.5,2.325,1.5,18.60437225,10.18573349,18.0792699,1.400892573, 
sp,Colobus_polykomos,King Colobus, ,Forest,0,1,closed,1,Diurnal, , , , , , , ,2, ,2, , , , , , ,1,4, ,wp,MFF_FFMM,0.5,groups,one,none,AR,9.1,7.9, ,1.13137085,0.565685425, ,41.5,32,53,3, ,9.192388155, ,7.071067812,0, 
pop,Colobus_polykomos,King Colobus,"Taï National Park, Ivory Coast",Forest,0,1,closed,1,Diurnal, , , , , , , ,2, ,2, , , , , , , ,4,1,wp,MFF_FFMM,0.5,groups,one,none,AR,9.1,7.9, ,1.13137085,0.565685425, ,41.5,32,53,3, ,9.192388155, ,7.071067812,0, 
sp,Colobus_satanas,Black Colobus, ,Forest_Grassland_Rocky,1,1,both,2,Diurnal, , , , , , , ,1, ,5, , , , , , ,3,6, ,wp,FFMM,0.833333333,groups,one,none,AR,11.675,9.455,8.91,0.899536918,1.429253885, ,4,51.73333333,36.2,7.433333333, , ,9.089187716,9.236882591,5.750072463, 
pop,Colobus_satanas,Black Colobus,"Rio Muni, Republic of Equatorial Guinea",Forest_Rocky,1,1,both,2,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,AR,11.675,9.455,8.91,0.899536918,1.429253885, ,4,51.73333333,36.2,7.433333333, , ,9.089187716,9.236882591,5.750072463, 
pop,Colobus_satanas,Black Colobus,"Forêt des Abeilles, Gabon",Forest_Grassland,1,1,both,2,Diurnal, , , , , , , , , ,3, , , , , , , ,3,1,none,FFMM,1,groups,one,none,AR,11.675,9.455,8.91,0.899536918,1.429253885, ,4,51.73333333,36.2,7.433333333, , ,9.089187716,9.236882591,5.750072463, 
pop,Colobus_satanas,Black Colobus,"Douala Edea Reserve, Cameroon",Forest_Grassland,1,1,both,2,Diurnal, , , , , , , ,1, ,1, , , , , , , ,2,1,wp,MFF_FFMM,0.5,groups,one,none,AR,11.675,9.455,8.91,0.899536918,1.429253885, ,4,51.73333333,36.2,7.433333333, , ,9.089187716,9.236882591,5.750072463, 
