"","sp.pop","Genus_species","Genus","Common_name","Population","Habitat_type","Habitat_open","Habitat_closed","Habitat_cat","Habitat_heterogenity","Activity_pattern","DisperseM","DisperseF","solitaryM","solitaryF","Solitary","MF","MF_adult_off","MFF","FMM","FFMM","FF","MM","Sex_specific_group","Sex_specific_solitaryM","Sex_specific_solitaryF","Sibling","Nbr_of_studies","Nbr_social_units","Nbr_papers_for_each_field_sites","IVSO","Main1","Main2","calculation_main_SO","foraging_style","level_of_society","Disruption","Locomotion","mean_Male_Rowe","mean_Female_Rowe","mean_other_Rowe","sd_Male_Rowe","sd_Female_Rowe","sd_other_Rowe","mean_Fruits_rowe","mean_Seeds_rowe","mean_Leaves_rowe","mean_Flowers_rowe","mean_Animal_rowe","sd_Fruits_rowe","sd_Seeds_rowe","sd_Leaves_rowe","sd_Flowers_rowe","sd_Animals_rowe","IVSO_prop","IVSOint","superfamily"
"535","pop","Macaca_thibetana","Macaca","Tibetan Macaques","Mount Huangshan National Reserve, China","Grassland_Rocky",1,0,"open",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,18,10,"none","FFMM","FFMM",1,"groups","ff","yes","T",16.75,11.15,NA,2.192031022,2.333452378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"536","pop","Macaca_thibetana","Macaca","Tibetan Macaques","Mount Emei, China","Grassland_Rocky",1,0,"open",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,6,3,"none","FFMM","FFMM",1,"groups","one","none","T",16.75,11.15,NA,2.192031022,2.333452378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"537","sp","Macaca_tonkeana","Macaca","Tonkean Macaque"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,"none","FFMM","FFMM",1,"groups","one","none","BOTH",12.71,8.135,NA,3.097127702,1.223294731,NA,74.7,NA,6,0.8,10.1,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"538","pop","Macaca_tonkeana","Macaca","Tonkean Macaque","Lore Lindu National Park, Indonesia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","BOTH",12.71,8.135,NA,3.097127702,1.223294731,NA,74.7,NA,6,0.8,10.1,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"539","sp","Mandrillus_leucophaeus","Mandrillus","Drill"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,1,3,NA,"wp","FFMM","FFMM",0.666666667,"groups","ff","yes","BOTH",28.36666667,11.31666667,NA,7.254194189,2.68623032,NA,58,NA,16,NA,28,NA,NA,NA,NA,NA,0.333333333,0,"Cercopithecoidea"
"540","pop","Mandrillus_leucophaeus","Mandrillus","Drill","Korup National Park, Nigeria","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,3,1,"wp","FFMM","FFMM",0.666666667,"groups","ff","yes","BOTH",28.36666667,11.31666667,NA,7.254194189,2.68623032,NA,58,NA,16,NA,28,NA,NA,NA,NA,NA,0.333333333,0,"Cercopithecoidea"
"541","sp","Mandrillus_sphinx","Mandrillus","Mandrill"," ","Forest_Savanna",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,5,NA,NA,NA,NA,NA,NA,3,6,NA,"both","FFMM","FFMM",0.833333333,"groups","one","none","AR",26.036,9.652333333,NA,6.109655309,0.602176331,NA,72.96666667,34.4,5.533333333,0.8,5.833333333,22.82681172,NA,0.472581563,NA,1.530795,0.166666667,1,"Cercopithecoidea"
"542","pop","Mandrillus_sphinx","Mandrillus","Mandrill","Bakoumba, Gabon","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",26.036,9.652333333,NA,6.109655309,0.602176331,NA,72.96666667,34.4,5.533333333,0.8,5.833333333,22.82681172,NA,0.472581563,NA,1.530795,0,0,"Cercopithecoidea"
"543","pop","Mandrillus_sphinx","Mandrillus","Mandrill","Lopé Reserve, Gabon","Forest_Savanna",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",26.036,9.652333333,NA,6.109655309,0.602176331,NA,72.96666667,34.4,5.533333333,0.8,5.833333333,22.82681172,NA,0.472581563,NA,1.530795,0,0,"Cercopithecoidea"
"544","pop","Mandrillus_sphinx","Mandrillus","Mandrill","Campo, Cameroon","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,1,4,1,"wp","FFMM","FFMM",0.75,"groups","one","none","AR",26.036,9.652333333,NA,6.109655309,0.602176331,NA,72.96666667,34.4,5.533333333,0.8,5.833333333,22.82681172,NA,0.472581563,NA,1.530795,0.25,1,"Cercopithecoidea"
"546","sp","Mico_argentatus","Mico","Silvery Marmoset"," ","Forest_Wetland_Savanna",1,1,"both",3,"Diurnal",NA,NA,NA,NA,NA,4,NA,NA,NA,1,1,2,1,NA,NA,NA,1,6,NA,"wp","MF","MF",0.666666667,"groups","one","none","AR",0.348,0.355,NA,NA,NA,NA,31.97666667,NA,NA,NA,10.11333333,12.67830562,NA,NA,NA,6.975796251,0.333333333,1,"Ceboidea"
"547","pop","Mico_argentatus","Mico","Silvery Marmoset","Alter Do Chao, Brazil","Forest_Wetland_Savanna",1,1,"both",3,"Diurnal",NA,NA,NA,NA,NA,4,NA,NA,NA,1,1,2,1,NA,NA,NA,NA,6,1,"wp","MF","MF",0.666666667,"groups","one","none","AR",0.348,0.355,NA,NA,NA,NA,31.97666667,NA,NA,NA,10.11333333,12.67830562,NA,NA,NA,6.975796251,0.333333333,1,"Ceboidea"
"571","sp","Microcebus_murinus","Microcebus","Gray Mouse Lemur"," ","Forest",0,1,"closed",1,"Nocturnal",NA,NA,4,5,4,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,4,NA,"wp","solitary","solitary",1,"solitary","one","none","AR",0.0588,NA,0.0579,NA,NA,NA,5.7,NA,NA,NA,21.3,NA,NA,NA,NA,NA,0,0,"Lemuroidea"
"572","pop","Microcebus_murinus","Microcebus","Gray Mouse Lemur","Forest reserve of Ankarafantsika, Northwestern Madagascar","Forest",0,1,"closed",1,"Nocturnal",NA,NA,4,5,4,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,4,2,"wp","solitary","solitary",1,"solitary","one","none","AR",0.0588,NA,0.0579,NA,NA,NA,5.7,NA,NA,NA,21.3,NA,NA,NA,NA,NA,0,0,"Lemuroidea"
"574","sp","Microcebus_ravelobensis","Microcebus","Golden Brown Mouse Lemur"," ","Forest",0,1,"closed",1,"Nocturnal",NA,NA,8,7,7,2,NA,NA,2,1,1,1,1,NA,NA,NA,2,13,NA,"wp","solitary","solitary",0.538461538,"solitary","one","none","AR",0.0537,0.060365,0.05376,0.002828427,0.002877925,0.002743574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.461538462,6,"Lemuroidea"
"575","pop","Microcebus_ravelobensis","Microcebus","Golden Brown Mouse Lemur","Forest reserve of Ankarafantsika, Northwestern Madagascar","Forest",0,1,"closed",1,"Nocturnal",NA,NA,8,7,7,2,NA,NA,2,1,1,1,1,NA,NA,NA,NA,13,2,"wp","solitary","solitary",0.538461538,"solitary","one","none","AR",0.0537,0.060365,0.05376,0.002828427,0.002877925,0.002743574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.461538462,6,"Lemuroidea"
"581","sp","Miopithecus_talapoin","Miopithecus","Southern Talapoin Monkey"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,3,NA,"wp","FFMM","FFMM",1,"groups","ff","none","BOTH",1.25,0.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"582","pop","Miopithecus_talapoin","Miopithecus","Southern Talapoin Monkey","Ntsi-Belong, Gabon","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","BOTH",1.25,0.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"583","pop","Miopithecus_talapoin","Miopithecus","Southern Talapoin Monkey","Mbalmayo Forest Reserve, Cameroon","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1,"none","FFMM","FFMM",1,"groups","ff","none","BOTH",1.25,0.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"584","sp","Mirza_coquereli","Mirza","Coquerel's Giant Mouse Lemur"," ","Forest",0,1,"closed",1,"Nocturnal",NA,NA,22,19,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,19,NA,"none","solitary","solitary",1,"solitary","one","none","AR",0.3168,0.299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Lemuroidea"
"585","pop","Mirza_coquereli","Mirza","Coquerel's Giant Mouse Lemur","Kirindy Forest, Western Madagascar","Forest",0,1,"closed",1,"Nocturnal",NA,NA,22,19,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,1,"none","solitary","solitary",1,"solitary","one","none","AR",0.3168,0.299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Lemuroidea"
"587","sp","Nasalis_larvatus","Nasalis","Proboscis Monkey"," ","Forest_Wetland",0,1,"closed",2,"Diurnal",3,NA,NA,NA,NA,NA,NA,46,NA,6,NA,NA,NA,NA,NA,NA,8,52,NA,"both","MFF","MFF",0.884615385,"groups","both","yes","AR",19.2325,9.85825,NA,2.585773579,0.609567265,NA,37,18.66666667,54.96666667,5.033333333,1.333333333,20.8468223,16.80277755,15.725881,3.521836642,0.577350269,0.115384615,5,"Cercopithecoidea"
"588","pop","Nasalis_larvatus","Nasalis","Proboscis Monkey","Samunsam Wildlife Sanctuary, Sarawak","Forest_Wetland",0,1,"closed",2,"Diurnal",1,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,"none","MFF","MFF",1,"groups","ff","yes","AR",19.2325,9.85825,NA,2.585773579,0.609567265,NA,37,18.66666667,54.96666667,5.033333333,1.333333333,20.8468223,16.80277755,15.725881,3.521836642,0.577350269,0,0,"Cercopithecoidea"
"589","pop","Nasalis_larvatus","Nasalis","Proboscis Monkey","Tanjung Puting National Park, Indonesia","Wetland",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,"none","MFF","MFF",1,"groups","one","none","AR",19.2325,9.85825,NA,2.585773579,0.609567265,NA,37,18.66666667,54.96666667,5.033333333,1.333333333,20.8468223,16.80277755,15.725881,3.521836642,0.577350269,0,0,"Cercopithecoidea"
"590","pop","Nasalis_larvatus","Nasalis","Proboscis Monkey","Lower Kinabatangan Region, Borneo","Forest_Wetland",0,1,"closed",2,"Diurnal",1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"none","MFF","MFF",1,"groups","one","none","AR",19.2325,9.85825,NA,2.585773579,0.609567265,NA,37,18.66666667,54.96666667,5.033333333,1.333333333,20.8468223,16.80277755,15.725881,3.521836642,0.577350269,0,0,"Cercopithecoidea"
"591","pop","Nasalis_larvatus","Nasalis","Proboscis Monkey","Labuk Bay Sanctuary, Sabah, Borneo","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups","one","yes","AR",19.2325,9.85825,NA,2.585773579,0.609567265,NA,37,18.66666667,54.96666667,5.033333333,1.333333333,20.8468223,16.80277755,15.725881,3.521836642,0.577350269,0,0,"Cercopithecoidea"
"592","pop","Nasalis_larvatus","Nasalis","Proboscis Monkey","Kinabatangan River, Sabah, Borneo","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,10,NA,3,NA,NA,NA,NA,NA,NA,NA,13,4,"wp","MFF","MFF",0.769230769,"groups","one","yes","AR",19.2325,9.85825,NA,2.585773579,0.609567265,NA,37,18.66666667,54.96666667,5.033333333,1.333333333,20.8468223,16.80277755,15.725881,3.521836642,0.577350269,0.230769231,3,"Cercopithecoidea"
"593","pop","Nasalis_larvatus","Nasalis","Proboscis Monkey","Gunung Palung National Park, Indonesia","Forest_Wetland",0,1,"closed",2,"Diurnal",1,NA,NA,NA,NA,NA,NA,17,NA,3,NA,NA,NA,NA,NA,NA,NA,20,1,"wp","MFF","MFF",0.85,"groups","both","yes","AR",19.2325,9.85825,NA,2.585773579,0.609567265,NA,37,18.66666667,54.96666667,5.033333333,1.333333333,20.8468223,16.80277755,15.725881,3.521836642,0.577350269,0.15,3,"Cercopithecoidea"
"594","sp","Nomascus_concolor","Nomascus","Western Black Crested Gibbon"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,4,11,NA,"none","MFF","MFF",1,"groups","one","none","AR",NA,NA,7.8,NA,NA,NA,23.66666667,NA,30,7,14,2.020725942,NA,4.330127019,NA,NA,0,0,"Hominoidea"
"595","pop","Nomascus_concolor","Nomascus","Western Black Crested Gibbon","Dazhaizi, Yunnan, China","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,4,"none","MFF","MFF",1,"groups","one","none","AR",NA,NA,7.8,NA,NA,NA,23.66666667,NA,30,7,14,2.020725942,NA,4.330127019,NA,NA,0,0,"Hominoidea"
"596","sp","Nomascus_gabriellae","Nomascus","Southern Yellow-Cheeked Crested Gibbon"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,15,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,19,NA,"wp","MF","MF",0.789473684,"groups","one","none","AR",NA,5.233,NA,NA,NA,NA,30.31,NA,57.52,12.17,NA,NA,NA,NA,NA,NA,0.210526316,4,"Hominoidea"
"597","pop","Nomascus_gabriellae","Nomascus","Southern Yellow-Cheeked Crested Gibbon","Cat Tien national Park, Vietnam","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,15,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,2,"wp","MF","MF",0.789473684,"groups","one","none","AR",NA,5.233,NA,NA,NA,NA,30.31,NA,57.52,12.17,NA,NA,NA,NA,NA,NA,0.210526316,4,"Hominoidea"
"598","sp","Nomascus_hainanus","Nomascus","Hainan Crested-Gibbon"," ","Forest",0,1,"closed",1,"Diurnal",6,NA,NA,NA,NA,2,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,3,9,NA,"wp","MFF","MFF",0.777777778,"groups","one","yes","AR",6.61,6.56333,NA,NA,NA,NA,81.5,NA,12,4,4,NA,NA,NA,NA,NA,0.222222222,1,"Hominoidea"
"599","pop","Nomascus_hainanus","Nomascus","Hainan Crested-Gibbon","Bawangling National Nature Reserve, China","Forest",0,1,"closed",1,"Diurnal",6,NA,NA,NA,NA,2,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,"wp","MFF","MFF",0.777777778,"groups","one","yes","AR",6.61,6.56333,NA,NA,NA,NA,81.5,NA,12,4,4,NA,NA,NA,NA,NA,0.222222222,1,"Hominoidea"
"601","sp","Nomascus_nasutus","Nomascus","Eastern Black Crested Gibbon/Cao Vit Gibbon"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA,"wp","MFF","MFF",0.8,"groups"," ","none","AR",NA,NA,NA,NA,NA,NA,86.6,NA,4.7,NA,0.5,NA,NA,NA,NA,NA,0.2,0,"Hominoidea"
"602","pop","Nomascus_nasutus","Nomascus","Eastern Black Crested Gibbon/Cao Vit Gibbon","Bangliang Nature Reserve, Guangxi, China","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,"wp","MFF","MFF",0.8,"groups","one","none","AR",NA,NA,NA,NA,NA,NA,86.6,NA,4.7,NA,0.5,NA,NA,NA,NA,NA,0.2,0,"Hominoidea"
"605","sp","Nycticebus_coucang","Nycticebus","Sunda Slow Loris"," ","Forest",0,1,"closed",1,"Nocturnal",NA,NA,5,5,5,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,9,NA,"wp","solitary","solitary",0.555555556,"solitary","one","none","AR",0.737,0.637,0.6886,NA,NA,NA,22.5,NA,NA,NA,2.5,NA,NA,NA,NA,NA,0.444444444,3,"Lorisoidea"
"606","pop","Nycticebus_coucang","Nycticebus","Sunda Slow Loris","Perak, Malaysia","Forest",0,1,"closed",1,"Nocturnal",NA,NA,5,5,5,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,9,1,"wp","solitary","solitary",0.555555556,"solitary","one","none","AR",0.737,0.637,0.6886,NA,NA,NA,22.5,NA,NA,NA,2.5,NA,NA,NA,NA,NA,0.444444444,3,"Lorisoidea"
"610","sp","Otolemur_crassicaudatus","Otolemur","Brown Greater Galago"," "," ",0,0,"",1,"Nocturnal",NA,NA,10,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA,"none","solitary","solitary",1,"solitary","one","none","AR",1.5,1.25,1.814,NA,NA,NA,21,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,"Lorisoidea"
"611","pop","Otolemur_crassicaudatus","Otolemur","Brown Greater Galago","Northern Transvaal, South Africa","Forest",0,1,"closed",1,"Nocturnal",NA,NA,10,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,"none","solitary","solitary",1,"solitary","one","none","AR",1.5,1.25,1.814,NA,NA,NA,21,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,"Lorisoidea"
"612","sp","Otolemur_garnettii","Otolemur","Northern Greater Galago"," "," ",0,0,"",1,"Nocturnal",NA,NA,14,11,10,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,12,NA,"both","solitary","solitary",0.833333333,"solitary_groups","one","none","AR",0.834,0.763,0.836,0.016970563,0.05939697,NA,20,NA,NA,NA,6,NA,NA,NA,NA,NA,0.166666667,2,"Lorisoidea"
"613","pop","Otolemur_garnettii","Otolemur","Northern Greater Galago","Gedi, Kenya","Forest",0,1,"closed",1,"Nocturnal",NA,NA,6,7,6,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,6,1,"none","solitary","solitary",1,"solitary_groups","one","none","AR",0.834,0.763,0.836,0.016970563,0.05939697,NA,20,NA,NA,NA,6,NA,NA,NA,NA,NA,0,0,"Lorisoidea"
"614","pop","Otolemur_garnettii","Otolemur","Northern Greater Galago","Diani, Kenya","Forest",0,1,"closed",1,"Nocturnal",NA,NA,8,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,"wp","solitary","solitary",0.666666667,"solitary_groups","one","none","AR",0.834,0.763,0.836,0.016970563,0.05939697,NA,20,NA,NA,NA,6,NA,NA,NA,NA,NA,0.333333333,1,"Lorisoidea"
"616","sp","Pan_paniscus","Pan","Bonobo / Gracile(Pygmy) Chimpanzee"," ","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,5,11,5,"none","FFMM","FFMM",1,"groups","ff","yes","BOTH",40.875,32.3,NA,3.119161212,1.01324561,NA,68.16666667,9,19.5,3.25,NA,17.53406209,NA,6.285698052,3.889087297,NA,0,0,"Hominoidea"
"617","pop","Pan_paniscus","Pan","Bonobo / Gracile(Pygmy) Chimpanzee","Wamba, Zaire","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,1,"none","FFMM","FFMM",1,"groups","ff","yes","BOTH",40.875,32.3,NA,3.119161212,1.01324561,NA,68.16666667,9,19.5,3.25,NA,17.53406209,NA,6.285698052,3.889087297,NA,0,0,"Hominoidea"
"618","pop","Pan_paniscus","Pan","Bonobo / Gracile(Pygmy) Chimpanzee","Yalosidi, Zaire","Forest_Wetland",0,1,"closed",2,"Diurnal",6,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","ff","none","BOTH",40.875,32.3,NA,3.119161212,1.01324561,NA,68.16666667,9,19.5,3.25,NA,17.53406209,NA,6.285698052,3.889087297,NA,0,0,"Hominoidea"
"619","pop","Pan_paniscus","Pan","Bonobo / Gracile(Pygmy) Chimpanzee","Lomako Forest, Congo","Forest_Wetland",0,1,"closed",2,"Diurnal",1,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,1,"none","FFMM","FFMM",1,"groups","ff","none","BOTH",40.875,32.3,NA,3.119161212,1.01324561,NA,68.16666667,9,19.5,3.25,NA,17.53406209,NA,6.285698052,3.889087297,NA,0,0,"Hominoidea"
"620","pop","Pan_paniscus","Pan","Bonobo / Gracile(Pygmy) Chimpanzee","Lui Kotale, Congo","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","ff","none","BOTH",40.875,32.3,NA,3.119161212,1.01324561,NA,68.16666667,9,19.5,3.25,NA,17.53406209,NA,6.285698052,3.889087297,NA,0,0,"Hominoidea"
"621","pop","Pan_paniscus","Pan","Bonobo / Gracile(Pygmy) Chimpanzee","Hali-Hali, Congo","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","ff","none","BOTH",40.875,32.3,NA,3.119161212,1.01324561,NA,68.16666667,9,19.5,3.25,NA,17.53406209,NA,6.285698052,3.889087297,NA,0,0,"Hominoidea"
"622","sp","Pan_troglodytes","Pan","Chimpanzee"," ","Artificial_Forest_Grassland_Wetland",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,8,11,11,"none","FFMM","FFMM",1,"solitary_groups","ff","yes","BOTH",48.1975,40.075,NA,9.577892513,8.429066773,NA,66.11428571,3.55,14.22,3.1,1.8,11.19157847,4.87903679,5.321372004,3.315116891,NA,0,0,"Hominoidea"
